FILE_VERSION	2.0.0
NO_OF_FRAMES	810
NO_OF_CAMERAS	4
NO_OF_MARKERS	5
FREQUENCY	300
DESCRIPTION	--
TIME_STAMP	2026-01-09, 11:32:05.274	268270.80720153
DATA_INCLUDED	3D
MARKER_NAMES	Ball Butler - 1	Ball Butler - 2	Ball Butler - 3	Ball Butler - 4	Ball Butler - 5
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Measured	Measured
Frame	Time	Ball Butler - 1 X	Ball Butler - 1 Y	Ball Butler - 1 Z	Ball Butler - 2 X	Ball Butler - 2 Y	Ball Butler - 2 Z	Ball Butler - 3 X	Ball Butler - 3 Y	Ball Butler - 3 Z	Ball Butler - 4 X	Ball Butler - 4 Y	Ball Butler - 4 Z	Ball Butler - 5 X	Ball Butler - 5 Y	Ball Butler - 5 Z	
658	2.19000	-638.556	-76.901	1723.788	-705.313	-31.436	1722.813	-793.058	-68.120	1724.615	0.000	0.000	0.000	0.000	0.000	0.000
659	2.19333	-638.799	-76.664	1723.841	-705.608	-31.245	1722.858	-793.268	-68.335	1724.614	0.000	0.000	0.000	0.000	0.000	0.000
660	2.19667	-638.927	-76.616	1723.774	-706.113	-31.226	1722.900	-793.540	-68.616	1724.588	0.000	0.000	0.000	0.000	0.000	0.000
661	2.20000	-639.106	-76.615	1723.733	-706.442	-31.254	1722.949	-793.869	-69.029	1724.598	0.000	0.000	0.000	0.000	0.000	0.000
662	2.20333	-639.363	-76.253	1723.774	-706.677	-31.273	1722.947	-794.124	-69.376	1724.618	0.000	0.000	0.000	0.000	0.000	0.000
663	2.20667	-639.542	-76.029	1723.680	-706.975	-31.330	1722.911	-794.286	-69.537	1724.624	0.000	0.000	0.000	0.000	0.000	0.000
664	2.21000	-639.760	-75.749	1723.691	-707.339	-31.483	1722.866	-794.501	-69.761	1724.609	0.000	0.000	0.000	0.000	0.000	0.000
665	2.21333	-639.916	-75.524	1723.688	-707.593	-31.575	1722.799	-794.585	-69.841	1724.566	0.000	0.000	0.000	0.000	0.000	0.000
666	2.21667	-640.067	-75.447	1723.666	-707.817	-31.546	1722.800	-795.226	-70.503	1724.535	0.000	0.000	0.000	0.000	0.000	0.000
667	2.22000	-640.238	-75.333	1723.667	-708.180	-31.163	1722.911	-795.330	-70.646	1724.511	0.000	0.000	0.000	0.000	0.000	0.000
668	2.22333	-640.404	-75.232	1723.668	-708.443	-31.098	1722.908	-795.364	-70.679	1724.549	0.000	0.000	0.000	0.000	0.000	0.000
669	2.22667	-640.574	-75.047	1723.660	-708.716	-31.182	1722.868	-795.437	-70.752	1724.612	0.000	0.000	0.000	0.000	0.000	0.000
670	2.23000	-640.756	-74.878	1723.680	-709.003	-31.317	1722.832	-795.562	-70.916	1724.643	0.000	0.000	0.000	0.000	0.000	0.000
671	2.23333	-641.032	-74.459	1723.738	-709.268	-31.323	1722.814	-795.587	-70.905	1724.722	0.000	0.000	0.000	0.000	0.000	0.000
672	2.23667	-641.252	-74.304	1723.762	-709.511	-31.319	1722.814	-795.845	-71.164	1724.742	0.000	0.000	0.000	0.000	0.000	0.000
673	2.24000	-641.425	-74.204	1723.756	-709.859	-31.451	1722.801	-796.151	-71.560	1724.684	0.000	0.000	0.000	0.000	0.000	0.000
674	2.24333	-641.615	-74.089	1723.734	-710.314	-31.528	1722.789	-796.318	-71.688	1724.711	0.000	0.000	0.000	0.000	0.000	0.000
675	2.24667	-641.876	-73.960	1723.739	-710.606	-31.476	1722.817	-796.592	-72.055	1724.702	0.000	0.000	0.000	0.000	0.000	0.000
676	2.25000	-642.049	-73.813	1723.737	-710.939	-31.113	1722.903	-796.736	-72.197	1724.738	0.000	0.000	0.000	0.000	0.000	0.000
677	2.25333	-642.181	-73.678	1723.617	-711.297	-31.325	1722.854	-796.908	-72.373	1724.713	0.000	0.000	0.000	0.000	0.000	0.000
678	2.25667	-642.376	-73.382	1723.699	-711.619	-31.466	1722.836	-797.114	-72.582	1724.728	0.000	0.000	0.000	0.000	0.000	0.000
679	2.26000	-642.592	-73.117	1723.728	-711.949	-31.331	1722.909	-797.273	-72.791	1724.772	0.000	0.000	0.000	0.000	0.000	0.000
680	2.26333	-642.925	-72.972	1723.751	-712.233	-31.377	1722.919	-797.618	-73.228	1724.739	0.000	0.000	0.000	0.000	0.000	0.000
681	2.26667	-643.189	-72.713	1723.806	-712.622	-31.552	1722.891	-797.757	-73.374	1724.764	0.000	0.000	0.000	0.000	0.000	0.000
682	2.27000	-643.300	-72.701	1723.752	-712.882	-31.647	1722.858	-797.963	-73.583	1724.777	0.000	0.000	0.000	0.000	0.000	0.000
683	2.27333	-643.415	-72.644	1723.680	-713.072	-31.633	1722.821	-798.021	-73.642	1724.769	0.000	0.000	0.000	0.000	0.000	0.000
684	2.27667	-643.530	-72.604	1723.636	-713.339	-31.321	1722.889	-798.232	-73.984	1724.745	0.000	0.000	0.000	0.000	0.000	0.000
685	2.28000	-643.722	-72.432	1723.571	-713.560	-31.336	1722.894	-798.735	-74.460	1724.728	0.000	0.000	0.000	0.000	0.000	0.000
686	2.28333	-643.915	-72.240	1723.580	-713.890	-31.363	1722.911	-798.788	-74.597	1724.748	0.000	0.000	0.000	0.000	0.000	0.000
687	2.28667	-644.125	-72.063	1723.584	-714.185	-31.417	1722.909	-798.808	-74.533	1724.790	0.000	0.000	0.000	0.000	0.000	0.000
688	2.29000	-644.333	-71.938	1723.600	-714.420	-31.496	1722.877	-799.081	-74.942	1724.745	0.000	0.000	0.000	0.000	0.000	0.000
689	2.29333	-644.479	-71.778	1723.629	-714.640	-31.553	1722.890	-799.040	-74.897	1724.823	0.000	0.000	0.000	0.000	0.000	0.000
690	2.29667	-644.639	-71.540	1723.702	-714.986	-31.632	1722.873	-799.227	-75.129	1724.833	0.000	0.000	0.000	0.000	0.000	0.000
691	2.30000	-644.836	-71.354	1723.705	-715.334	-31.810	1722.823	-799.260	-75.202	1724.834	0.000	0.000	0.000	0.000	0.000	0.000
692	2.30333	-645.067	-71.237	1723.626	-715.690	-31.703	1722.831	-799.453	-75.526	1724.843	0.000	0.000	0.000	0.000	0.000	0.000
693	2.30667	-645.350	-70.993	1723.653	-716.060	-31.357	1722.910	-799.550	-75.625	1724.860	0.000	0.000	0.000	0.000	0.000	0.000
694	2.31000	-645.556	-70.877	1723.645	-716.368	-31.455	1722.897	-800.207	-76.468	1724.751	0.000	0.000	0.000	0.000	0.000	0.000
695	2.31333	-645.745	-70.711	1723.633	-716.714	-31.707	1722.831	-800.336	-76.515	1724.793	0.000	0.000	0.000	0.000	0.000	0.000
696	2.31667	-645.921	-70.598	1723.596	-716.934	-31.717	1722.796	-800.591	-76.987	1724.704	0.000	0.000	0.000	0.000	0.000	0.000
697	2.32000	-646.091	-70.504	1723.571	-717.102	-31.729	1722.773	-800.573	-76.928	1724.774	0.000	0.000	0.000	0.000	0.000	0.000
698	2.32333	-646.274	-70.356	1723.607	-717.247	-31.755	1722.753	-800.650	-77.049	1724.784	0.000	0.000	0.000	0.000	0.000	0.000
699	2.32667	-646.399	-70.288	1723.582	-717.501	-31.874	1722.762	-800.861	-77.266	1724.784	0.000	0.000	0.000	0.000	0.000	0.000
700	2.33000	-646.526	-70.215	1723.594	-717.898	-31.888	1722.811	-801.035	-77.528	1724.774	0.000	0.000	0.000	0.000	0.000	0.000
701	2.33333	-646.720	-70.174	1723.517	-718.108	-31.914	1722.810	-801.208	-77.749	1724.802	0.000	0.000	0.000	0.000	0.000	0.000
702	2.33667	-646.881	-69.910	1723.545	-718.297	-31.915	1722.816	-801.300	-77.840	1724.832	0.000	0.000	0.000	0.000	0.000	0.000
703	2.34000	-647.084	-69.619	1723.588	-718.596	-31.830	1722.841	-801.421	-78.010	1724.852	0.000	0.000	0.000	0.000	0.000	0.000
704	2.34333	-647.321	-69.447	1723.617	-719.036	-31.814	1722.862	-801.662	-78.293	1724.868	0.000	0.000	0.000	0.000	0.000	0.000
705	2.34667	-647.529	-69.311	1723.599	-719.355	-31.864	1722.844	-801.917	-78.725	1724.816	0.000	0.000	0.000	0.000	0.000	0.000
706	2.35000	-647.801	-69.132	1723.621	-719.571	-31.896	1722.830	-802.000	-78.813	1724.849	0.000	0.000	0.000	0.000	0.000	0.000
707	2.35333	-647.963	-69.112	1723.605	-719.916	-31.908	1722.872	-802.168	-79.067	1724.854	0.000	0.000	0.000	0.000	0.000	0.000
708	2.35667	-648.079	-69.264	1723.471	-720.292	-32.068	1722.908	-802.342	-79.288	1724.879	0.000	0.000	0.000	0.000	0.000	0.000
709	2.36000	-648.400	-68.751	1723.566	-720.571	-32.304	1722.758	-802.524	-79.536	1724.890	0.000	0.000	0.000	0.000	0.000	0.000
710	2.36333	-648.632	-68.622	1723.553	-720.796	-32.277	1722.703	-802.709	-79.801	1724.890	0.000	0.000	0.000	0.000	0.000	0.000
711	2.36667	-648.841	-68.508	1723.553	-721.004	-32.244	1722.672	-802.892	-80.073	1724.883	0.000	0.000	0.000	0.000	0.000	0.000
712	2.37000	-648.971	-68.422	1723.542	-721.176	-32.414	1722.629	-803.068	-80.340	1724.873	0.000	0.000	0.000	0.000	0.000	0.000
713	2.37333	-649.066	-68.286	1723.558	-721.413	-32.614	1722.604	-803.232	-80.594	1724.863	0.000	0.000	0.000	0.000	0.000	0.000
714	2.37667	-649.196	-68.167	1723.576	-721.668	-32.722	1722.605	-803.379	-80.822	1724.859	0.000	0.000	0.000	0.000	0.000	0.000
715	2.38000	-649.387	-67.980	1723.597	-721.868	-32.701	1722.606	-803.505	-81.016	1724.862	0.000	0.000	0.000	0.000	0.000	0.000
716	2.38333	-649.501	-67.867	1723.563	-722.250	-32.310	1722.724	-803.603	-81.163	1724.879	0.000	0.000	0.000	0.000	0.000	0.000
717	2.38667	-649.875	-67.533	1723.629	-722.584	-32.305	1722.769	-803.669	-81.255	1724.911	0.000	0.000	0.000	0.000	0.000	0.000
718	2.39000	-650.116	-67.363	1723.667	-722.951	-32.587	1722.772	-803.698	-81.280	1724.964	0.000	0.000	0.000	0.000	0.000	0.000
719	2.39333	-650.301	-67.303	1723.648	-723.212	-32.550	1722.779	-804.229	-81.998	1724.891	0.000	0.000	0.000	0.000	0.000	0.000
720	2.39667	-650.463	-67.211	1723.599	-723.371	-32.557	1722.761	-804.219	-81.983	1724.921	0.000	0.000	0.000	0.000	0.000	0.000
721	2.40000	-650.628	-67.133	1723.567	-723.632	-32.613	1722.742	-804.499	-82.401	1724.861	0.000	0.000	0.000	0.000	0.000	0.000
722	2.40333	-650.773	-67.060	1723.533	-723.887	-32.741	1722.711	-804.620	-82.612	1724.844	0.000	0.000	0.000	0.000	0.000	0.000
723	2.40667	-650.979	-67.015	1723.521	-724.261	-32.740	1722.777	-804.751	-82.786	1724.863	0.000	0.000	0.000	0.000	0.000	0.000
724	2.41000	-651.140	-66.972	1723.490	-724.444	-32.725	1722.789	-804.949	-83.033	1724.841	0.000	0.000	0.000	0.000	0.000	0.000
725	2.41333	-651.268	-66.819	1723.443	-724.619	-32.701	1722.814	-805.013	-83.144	1724.868	0.000	0.000	0.000	0.000	0.000	0.000
726	2.41667	-651.415	-66.618	1723.474	-724.800	-32.746	1722.818	-805.090	-83.266	1724.879	0.000	0.000	0.000	0.000	0.000	0.000
727	2.42000	-651.549	-66.377	1723.516	-725.189	-32.588	1722.849	-805.289	-83.599	1724.872	0.000	0.000	0.000	0.000	0.000	0.000
728	2.42333	-651.703	-66.330	1723.503	-725.355	-32.701	1722.828	-805.323	-83.673	1724.874	0.000	0.000	0.000	0.000	0.000	0.000
729	2.42667	-651.758	-66.271	1723.473	-725.480	-32.747	1722.798	-805.387	-83.825	1724.865	0.000	0.000	0.000	0.000	0.000	0.000
730	2.43000	-651.813	-66.198	1723.466	-725.531	-32.780	1722.791	-805.424	-83.821	1724.838	0.000	0.000	0.000	0.000	0.000	0.000
731	2.43333	-651.837	-66.200	1723.428	-725.542	-32.755	1722.772	-805.405	-83.843	1724.830	0.000	0.000	0.000	0.000	0.000	0.000
732	2.43667	-651.849	-66.167	1723.420	-725.537	-32.746	1722.771	-805.405	-83.843	1724.832	0.000	0.000	0.000	0.000	0.000	0.000
733	2.44000	-651.824	-66.128	1723.410	-725.540	-32.762	1722.768	-805.387	-83.824	1724.863	0.000	0.000	0.000	0.000	0.000	0.000
734	2.44333	-651.808	-66.097	1723.377	-725.514	-32.745	1722.763	-805.283	-83.683	1724.975	0.000	0.000	0.000	0.000	0.000	0.000
735	2.44667	-651.760	-66.031	1723.374	-725.502	-32.753	1722.784	-805.337	-83.820	1724.997	0.000	0.000	0.000	0.000	0.000	0.000
736	2.45000	-651.757	-66.032	1723.372	-725.483	-32.702	1722.800	-805.284	-83.727	1725.025	0.000	0.000	0.000	0.000	0.000	0.000
737	2.45333	-651.756	-66.050	1723.353	-725.461	-32.723	1722.804	-805.367	-83.856	1725.022	0.000	0.000	0.000	0.000	0.000	0.000
738	2.45667	-651.741	-66.024	1723.346	-725.475	-32.743	1722.785	-805.309	-83.798	1725.031	0.000	0.000	0.000	0.000	0.000	0.000
739	2.46000	-651.722	-66.018	1723.328	-725.442	-32.705	1722.778	-805.285	-83.812	1725.040	0.000	0.000	0.000	0.000	0.000	0.000
740	2.46333	-651.715	-66.063	1723.343	-725.405	-32.704	1722.765	-805.222	-83.660	1725.048	0.000	0.000	0.000	0.000	0.000	0.000
741	2.46667	-651.722	-66.015	1723.337	-725.429	-32.709	1722.752	-805.259	-83.698	1724.985	0.000	0.000	0.000	0.000	0.000	0.000
742	2.47000	-651.722	-66.041	1723.338	-725.426	-32.676	1722.724	-805.278	-83.716	1724.953	0.000	0.000	0.000	0.000	0.000	0.000
743	2.47333	-651.745	-66.003	1723.349	-725.430	-32.665	1722.753	-805.291	-83.769	1724.899	0.000	0.000	0.000	0.000	0.000	0.000
744	2.47667	-651.740	-66.023	1723.346	-725.446	-32.680	1722.735	-805.335	-83.858	1724.871	0.000	0.000	0.000	0.000	0.000	0.000
745	2.48000	-651.727	-66.002	1723.366	-725.446	-32.681	1722.735	-805.324	-83.758	1724.887	0.000	0.000	0.000	0.000	0.000	0.000
746	2.48333	-651.753	-66.021	1723.372	-725.455	-32.700	1722.731	-805.315	-83.754	1724.889	0.000	0.000	0.000	0.000	0.000	0.000
747	2.48667	-651.764	-66.009	1723.368	-725.491	-32.675	1722.742	-805.373	-83.813	1724.881	0.000	0.000	0.000	0.000	0.000	0.000
748	2.49000	-651.814	-65.964	1723.384	-725.556	-32.693	1722.743	-805.440	-83.876	1724.870	0.000	0.000	0.000	0.000	0.000	0.000
749	2.49333	-651.812	-65.961	1723.401	-725.573	-32.702	1722.753	-805.357	-83.706	1724.912	0.000	0.000	0.000	0.000	0.000	0.000
750	2.49667	-651.819	-65.954	1723.413	-725.547	-32.712	1722.764	-805.382	-83.817	1724.879	0.000	0.000	0.000	0.000	0.000	0.000
751	2.50000	-651.776	-65.996	1723.400	-725.534	-32.680	1722.767	-805.373	-83.813	1724.880	0.000	0.000	0.000	0.000	0.000	0.000
752	2.50333	-651.781	-66.023	1723.385	-725.528	-32.703	1722.755	-805.272	-83.665	1724.917	0.000	0.000	0.000	0.000	0.000	0.000
753	2.50667	-651.781	-65.992	1723.393	-725.534	-32.737	1722.766	-805.368	-83.806	1724.895	0.000	0.000	0.000	0.000	0.000	0.000
754	2.51000	-651.795	-65.963	1723.400	-725.548	-32.710	1722.757	-805.343	-83.735	1724.892	0.000	0.000	0.000	0.000	0.000	0.000
755	2.51333	-651.852	-66.053	1723.378	-725.553	-32.703	1722.768	-805.401	-83.795	1724.884	0.000	0.000	0.000	0.000	0.000	0.000
756	2.51667	-651.823	-65.955	1723.388	-725.571	-32.718	1722.750	-805.348	-83.702	1724.914	0.000	0.000	0.000	0.000	0.000	0.000
757	2.52000	-651.805	-65.941	1723.388	-725.554	-32.690	1722.760	-805.329	-83.724	1724.908	0.000	0.000	0.000	0.000	0.000	0.000
758	2.52333	-651.797	-65.966	1723.383	-725.555	-32.690	1722.752	-805.407	-83.887	1724.884	0.000	0.000	0.000	0.000	0.000	0.000
759	2.52667	-651.793	-65.986	1723.362	-725.553	-32.664	1722.758	-805.344	-83.694	1724.929	0.000	0.000	0.000	0.000	0.000	0.000
760	2.53000	-651.800	-65.967	1723.375	-725.551	-32.666	1722.750	-805.373	-83.772	1724.917	0.000	0.000	0.000	0.000	0.000	0.000
761	2.53333	-651.793	-65.973	1723.363	-725.560	-32.701	1722.752	-805.382	-83.775	1724.914	0.000	0.000	0.000	0.000	0.000	0.000
762	2.53667	-651.804	-65.952	1723.333	-725.534	-32.688	1722.733	-805.286	-83.635	1724.937	0.000	0.000	0.000	0.000	0.000	0.000
763	2.54000	-651.814	-65.968	1723.349	-725.515	-32.662	1722.747	-805.382	-83.776	1724.915	0.000	0.000	0.000	0.000	0.000	0.000
764	2.54333	-651.802	-65.954	1723.342	-725.532	-32.660	1722.748	-805.344	-83.694	1724.930	0.000	0.000	0.000	0.000	0.000	0.000
765	2.54667	-651.802	-65.951	1723.351	-725.512	-32.626	1722.745	-805.348	-83.702	1724.914	0.000	0.000	0.000	0.000	0.000	0.000
766	2.55000	-651.801	-65.970	1723.322	-725.524	-32.643	1722.726	-805.348	-83.702	1724.914	0.000	0.000	0.000	0.000	0.000	0.000
767	2.55333	-651.785	-65.956	1723.341	-725.508	-32.671	1722.743	-805.325	-83.717	1724.925	0.000	0.000	0.000	0.000	0.000	0.000
768	2.55667	-651.797	-65.971	1723.347	-725.509	-32.670	1722.735	-805.349	-83.787	1724.928	0.000	0.000	0.000	0.000	0.000	0.000
769	2.56000	-651.787	-65.953	1723.332	-725.490	-32.628	1722.760	-805.368	-83.764	1724.932	0.000	0.000	0.000	0.000	0.000	0.000
770	2.56333	-651.794	-65.972	1723.346	-725.519	-32.688	1722.741	-805.286	-83.635	1724.938	0.000	0.000	0.000	0.000	0.000	0.000
771	2.56667	-651.783	-65.953	1723.358	-725.496	-32.655	1722.745	-805.277	-83.631	1724.939	0.000	0.000	0.000	0.000	0.000	0.000
772	2.57000	-651.780	-66.002	1723.349	-725.516	-32.662	1722.747	-805.382	-83.817	1724.878	0.000	0.000	0.000	0.000	0.000	0.000
773	2.57333	-651.785	-65.993	1723.368	-725.510	-32.649	1722.763	-805.368	-83.806	1724.895	0.000	0.000	0.000	0.000	0.000	0.000
774	2.57667	-651.781	-65.953	1723.365	-725.504	-32.671	1722.751	-805.329	-83.724	1724.909	0.000	0.000	0.000	0.000	0.000	0.000
775	2.58000	-651.790	-65.972	1723.371	-725.533	-32.685	1722.750	-805.315	-83.713	1724.926	0.000	0.000	0.000	0.000	0.000	0.000
776	2.58333	-651.788	-65.975	1723.379	-725.528	-32.702	1722.755	-805.373	-83.813	1724.881	0.000	0.000	0.000	0.000	0.000	0.000
777	2.58667	-651.782	-65.995	1723.376	-725.525	-32.708	1722.754	-805.373	-83.813	1724.880	0.000	0.000	0.000	0.000	0.000	0.000
778	2.59000	-651.782	-65.992	1723.375	-725.505	-32.669	1722.760	-805.382	-83.817	1724.879	0.000	0.000	0.000	0.000	0.000	0.000
779	2.59333	-651.776	-65.983	1723.383	-725.517	-32.688	1722.749	-805.368	-83.806	1724.896	0.000	0.000	0.000	0.000	0.000	0.000
780	2.59667	-651.782	-65.995	1723.376	-725.529	-32.702	1722.755	-805.373	-83.813	1724.880	0.000	0.000	0.000	0.000	0.000	0.000
781	2.60000	-651.782	-65.995	1723.376	-725.533	-32.685	1722.750	-805.343	-83.735	1724.891	0.000	0.000	0.000	0.000	0.000	0.000
782	2.60333	-651.784	-65.995	1723.358	-725.522	-32.712	1722.743	-805.368	-83.805	1724.895	0.000	0.000	0.000	0.000	0.000	0.000
783	2.60667	-651.787	-65.993	1723.360	-725.531	-32.705	1722.738	-805.315	-83.754	1724.889	0.000	0.000	0.000	0.000	0.000	0.000
784	2.61000	-651.788	-65.975	1723.379	-725.531	-32.705	1722.738	-805.368	-83.806	1724.895	0.000	0.000	0.000	0.000	0.000	0.000
785	2.61333	-651.783	-65.982	1723.359	-725.531	-32.705	1722.738	-805.301	-83.742	1724.905	0.000	0.000	0.000	0.000	0.000	0.000
786	2.61667	-651.775	-66.006	1723.355	-725.529	-32.707	1722.746	-805.296	-83.735	1724.921	0.000	0.000	0.000	0.000	0.000	0.000
787	2.62000	-651.790	-65.972	1723.371	-725.529	-32.707	1722.746	-805.393	-83.876	1724.901	0.000	0.000	0.000	0.000	0.000	0.000
788	2.62333	-651.776	-66.001	1723.364	-725.533	-32.685	1722.750	-805.292	-83.728	1724.936	0.000	0.000	0.000	0.000	0.000	0.000
789	2.62667	-651.785	-65.992	1723.368	-725.518	-32.717	1722.750	-805.354	-83.794	1724.911	0.000	0.000	0.000	0.000	0.000	0.000
790	2.63000	-651.778	-66.002	1723.356	-725.534	-32.724	1722.759	-805.349	-83.787	1724.929	0.000	0.000	0.000	0.000	0.000	0.000
791	2.63333	-651.778	-66.028	1723.357	-725.545	-32.758	1722.755	-805.331	-83.768	1724.961	0.000	0.000	0.000	0.000	0.000	0.000
792	2.63667	-651.790	-66.017	1723.353	-725.533	-32.744	1722.748	-805.331	-83.768	1724.959	0.000	0.000	0.000	0.000	0.000	0.000
793	2.64000	-651.794	-66.013	1723.373	-725.531	-32.741	1722.765	-805.278	-83.717	1724.954	0.000	0.000	0.000	0.000	0.000	0.000
794	2.64333	-651.785	-66.021	1723.369	-725.533	-32.743	1722.756	-805.316	-83.798	1724.941	0.000	0.000	0.000	0.000	0.000	0.000
795	2.64667	-651.794	-66.012	1723.374	-725.545	-32.742	1722.765	-805.316	-83.798	1724.941	0.000	0.000	0.000	0.000	0.000	0.000
796	2.65000	-651.794	-66.012	1723.374	-725.535	-32.721	1722.768	-805.349	-83.787	1724.929	0.000	0.000	0.000	0.000	0.000	0.000
797	2.65333	-651.839	-66.083	1723.380	-725.550	-32.738	1722.758	-805.330	-83.810	1724.924	0.000	0.000	0.000	0.000	0.000	0.000
798	2.65667	-651.790	-66.012	1723.398	-725.548	-32.738	1722.766	-805.374	-83.898	1724.894	0.000	0.000	0.000	0.000	0.000	0.000
799	2.66000	-651.841	-66.112	1723.365	-725.546	-32.738	1722.766	-805.388	-83.910	1724.879	0.000	0.000	0.000	0.000	0.000	0.000
800	2.66333	-651.771	-66.031	1723.381	-725.535	-32.765	1722.767	-805.349	-83.828	1724.890	0.000	0.000	0.000	0.000	0.000	0.000
801	2.66667	-651.790	-66.013	1723.398	-725.537	-32.778	1722.759	-805.354	-83.836	1724.876	0.000	0.000	0.000	0.000	0.000	0.000
802	2.67000	-651.825	-66.120	1723.394	-725.543	-32.758	1722.762	-805.374	-83.898	1724.895	0.000	0.000	0.000	0.000	0.000	0.000
803	2.67333	-651.830	-66.130	1723.377	-725.531	-32.742	1722.764	-805.335	-83.817	1724.908	0.000	0.000	0.000	0.000	0.000	0.000
804	2.67667	-651.775	-66.038	1723.390	-725.542	-32.740	1722.782	-805.349	-83.828	1724.890	0.000	0.000	0.000	0.000	0.000	0.000
805	2.68000	-651.793	-66.039	1723.392	-725.542	-32.758	1722.763	-805.335	-83.817	1724.908	0.000	0.000	0.000	0.000	0.000	0.000
806	2.68333	-651.790	-66.038	1723.399	-725.530	-32.773	1722.757	-805.360	-83.887	1724.912	0.000	0.000	0.000	0.000	0.000	0.000
807	2.68667	-651.774	-66.046	1723.390	-725.538	-32.777	1722.759	-805.374	-83.898	1724.894	0.000	0.000	0.000	0.000	0.000	0.000
808	2.69000	-651.771	-66.031	1723.382	-725.534	-32.779	1722.766	-805.374	-83.898	1724.895	0.000	0.000	0.000	0.000	0.000	0.000
809	2.69333	-651.767	-66.051	1723.387	-725.531	-32.784	1722.764	-805.374	-83.898	1724.894	0.000	0.000	0.000	0.000	0.000	0.000
810	2.69667	-651.812	-66.122	1723.368	-725.527	-32.743	1722.764	-805.321	-83.806	1724.925	0.000	0.000	0.000	0.000	0.000	0.000
