FILE_VERSION	2.0.0
NO_OF_FRAMES	810
NO_OF_CAMERAS	4
NO_OF_MARKERS	5
FREQUENCY	300
DESCRIPTION	--
TIME_STAMP	2026-01-09, 11:32:05.274	268270.80720153
DATA_INCLUDED	3D
MARKER_NAMES	Ball Butler - 1	Ball Butler - 2	Ball Butler - 3	Ball Butler - 4	Ball Butler - 5
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Measured	Measured
Frame	Time	Ball Butler - 1 X	Ball Butler - 1 Y	Ball Butler - 1 Z	Ball Butler - 2 X	Ball Butler - 2 Y	Ball Butler - 2 Z	Ball Butler - 3 X	Ball Butler - 3 Y	Ball Butler - 3 Z	Ball Butler - 4 X	Ball Butler - 4 Y	Ball Butler - 4 Z	Ball Butler - 5 X	Ball Butler - 5 Y	Ball Butler - 5 Z	
311	1.03333	-610.920	-178.675	1725.545	-600.352	-100.128	1724.195	-672.029	-37.211	1724.548	0.000	0.000	0.000	-731.451	-34.262	1722.958
312	1.03667	-610.876	-178.395	1725.483	-600.111	-98.419	1724.417	-672.610	-36.778	1724.655	0.000	0.000	0.000	-732.101	-34.336	1722.995
313	1.04000	-611.192	-178.533	1725.408	-600.275	-98.074	1724.398	-673.066	-36.670	1724.651	0.000	0.000	0.000	-732.443	-34.549	1722.904
314	1.04333	-611.103	-178.159	1725.375	-600.636	-98.130	1724.271	-673.512	-36.751	1724.578	0.000	0.000	0.000	-732.892	-34.554	1722.923
315	1.04667	-610.964	-177.646	1725.368	-601.022	-98.162	1724.197	-673.901	-36.594	1724.547	0.000	0.000	0.000	-733.363	-34.643	1722.962
316	1.05000	-610.792	-177.076	1725.385	-600.840	-96.810	1724.339	-674.351	-36.293	1724.593	0.000	0.000	0.000	-733.849	-34.760	1722.997
317	1.05333	-610.603	-176.533	1725.425	-600.881	-96.065	1724.371	-674.884	-35.996	1724.643	0.000	0.000	0.000	-734.344	-34.841	1723.014
318	1.05667	-610.482	-176.079	1725.413	-601.669	-96.506	1724.192	-675.382	-36.123	1724.515	0.000	0.000	0.000	-734.733	-35.380	1722.812
319	1.06000	-610.403	-175.808	1725.368	-602.094	-96.490	1724.101	-675.799	-36.154	1724.397	0.000	0.000	0.000	-735.374	-35.143	1722.934
320	1.06333	-610.387	-175.604	1725.313	-601.568	-94.417	1724.359	-676.435	-35.610	1724.508	0.000	0.000	0.000	-735.842	-35.088	1722.974
321	1.06667	-610.298	-175.233	1725.285	-601.962	-94.337	1724.258	-676.961	-35.608	1724.502	0.000	0.000	0.000	-736.429	-35.266	1723.014
322	1.07000	-610.190	-174.874	1725.267	-602.631	-94.734	1724.112	-677.313	-35.577	1724.485	0.000	0.000	0.000	-736.779	-35.566	1722.914
323	1.07333	-610.101	-174.503	1725.240	-602.972	-94.763	1724.031	-677.705	-35.490	1724.445	0.000	0.000	0.000	-737.124	-35.765	1722.898
324	1.07667	-609.982	-174.077	1725.235	-602.944	-93.867	1724.128	-678.195	-35.290	1724.525	0.000	0.000	0.000	-737.630	-35.675	1723.004
325	1.08000	-609.850	-173.620	1725.245	-603.196	-93.344	1724.137	-678.607	-35.294	1724.488	0.000	0.000	0.000	-738.041	-35.855	1722.950
326	1.08333	-609.721	-173.157	1725.259	-603.461	-93.138	1724.061	-679.077	-35.168	1724.469	0.000	0.000	0.000	-738.595	-35.966	1722.973
327	1.08667	-609.612	-172.712	1725.271	-603.720	-92.848	1724.056	-679.569	-34.910	1724.458	0.000	0.000	0.000	-739.041	-36.344	1722.909
328	1.09000	-609.541	-172.310	1725.273	-603.827	-91.636	1724.095	-680.223	-34.831	1724.457	0.000	0.000	0.000	-739.644	-36.217	1722.963
329	1.09333	-609.525	-171.975	1725.255	-604.035	-91.080	1724.085	-680.760	-34.606	1724.418	0.000	0.000	0.000	-740.233	-36.479	1722.913
330	1.09667	-609.400	-171.513	1725.254	-604.334	-90.931	1724.031	-681.233	-34.663	1724.321	0.000	0.000	0.000	-740.693	-36.548	1722.911
331	1.10000	-609.357	-171.188	1725.245	-604.498	-90.372	1724.044	-681.765	-34.438	1724.388	0.000	0.000	0.000	-741.170	-36.688	1722.885
332	1.10333	-609.182	-170.671	1725.237	-604.573	-89.373	1724.125	-682.214	-34.327	1724.366	0.000	0.000	0.000	-741.606	-36.899	1722.814
333	1.10667	-609.026	-170.182	1725.244	-605.243	-89.853	1723.983	-682.558	-34.323	1724.329	0.000	0.000	0.000	-742.012	-37.020	1722.842
334	1.11000	-608.898	-169.725	1725.257	-605.415	-89.619	1723.999	-682.955	-34.427	1724.327	0.000	0.000	0.000	-742.433	-37.144	1722.850
335	1.11333	-608.803	-169.306	1725.267	-605.653	-89.256	1724.005	-683.527	-34.037	1724.428	0.000	0.000	0.000	-742.937	-37.166	1722.945
336	1.11667	-608.749	-168.930	1725.267	-605.990	-88.658	1724.013	-684.015	-33.887	1724.425	0.000	0.000	0.000	-743.384	-37.399	1722.926
337	1.12000	-608.742	-168.603	1725.247	-605.708	-87.353	1724.111	-684.569	-33.885	1724.430	0.000	0.000	0.000	-743.921	-37.516	1722.967
338	1.12333	-608.790	-168.331	1725.198	-606.541	-87.892	1723.938	-685.120	-33.691	1724.425	0.000	0.000	0.000	-744.421	-37.664	1722.957
339	1.12667	-608.643	-167.814	1725.159	-606.802	-87.408	1723.919	-685.580	-33.529	1724.408	0.000	0.000	0.000	-744.888	-37.795	1722.940
340	1.13000	-608.795	-167.678	1725.118	-607.056	-86.753	1723.944	-686.014	-33.792	1724.373	0.000	0.000	0.000	-745.364	-38.044	1722.883
341	1.13333	-608.843	-167.516	1725.048	-607.271	-86.591	1723.916	-686.448	-33.584	1724.389	0.000	0.000	0.000	-745.754	-38.258	1722.878
342	1.13667	-608.718	-167.062	1725.062	-607.586	-86.362	1723.940	-686.931	-33.261	1724.510	0.000	0.000	0.000	-746.152	-38.283	1722.927
343	1.14000	-608.579	-166.624	1725.084	-607.814	-86.013	1723.950	-687.386	-33.373	1724.529	0.000	0.000	0.000	-746.591	-38.421	1722.998
344	1.14333	-608.421	-165.835	1724.784	-608.005	-85.680	1723.865	-687.807	-33.299	1724.481	0.000	0.000	0.000	-747.073	-38.545	1723.027
345	1.14667	-608.419	-165.617	1724.743	-608.260	-85.284	1723.873	-688.289	-33.141	1724.476	0.000	0.000	0.000	-747.574	-38.700	1723.031
346	1.15000	-608.350	-165.272	1724.792	-608.655	-84.648	1723.955	-688.962	-32.964	1724.515	0.000	0.000	0.000	-748.047	-38.971	1723.047
347	1.15333	-608.258	-164.835	1724.829	-608.925	-84.227	1723.939	-689.422	-32.865	1724.457	0.000	0.000	0.000	-748.513	-39.140	1723.030
348	1.15667	-608.176	-164.486	1724.820	-609.190	-83.812	1723.905	-689.819	-32.822	1724.361	0.000	0.000	0.000	-748.960	-39.328	1723.018
349	1.16000	-608.138	-164.239	1724.844	-609.451	-83.458	1723.831	-690.233	-32.899	1724.318	0.000	0.000	0.000	-749.496	-39.350	1723.069
350	1.16333	-608.072	-163.878	1724.834	-609.663	-83.150	1723.838	-690.617	-33.059	1724.255	0.000	0.000	0.000	-749.795	-39.523	1722.973
351	1.16667	-607.984	-163.504	1724.867	-609.854	-82.875	1723.841	-691.165	-32.634	1724.395	0.000	0.000	0.000	-750.106	-39.969	1722.863
352	1.17000	-608.006	-163.280	1724.893	-610.215	-82.238	1723.935	-691.576	-32.669	1724.421	0.000	0.000	0.000	-750.595	-39.956	1722.971
353	1.17333	-607.818	-163.022	1724.710	-610.501	-81.857	1723.916	-692.039	-32.726	1724.416	0.000	0.000	0.000	-751.068	-40.048	1723.022
354	1.17667	-607.801	-162.509	1724.760	-610.744	-81.589	1723.916	-692.616	-32.390	1724.502	0.000	0.000	0.000	-751.569	-40.193	1723.048
355	1.18000	-607.890	-161.901	1724.851	-611.001	-81.205	1723.886	-693.060	-32.398	1724.466	0.000	0.000	0.000	-752.068	-40.314	1723.072
356	1.18333	-607.898	-161.498	1724.866	-611.420	-80.523	1723.900	-693.582	-32.339	1724.455	0.000	0.000	0.000	-752.432	-40.629	1722.969
357	1.18667	-607.798	-161.073	1724.865	-611.619	-80.250	1723.859	-694.100	-32.139	1724.470	0.000	0.000	0.000	-752.868	-40.791	1722.979
358	1.19000	-607.731	-160.668	1724.849	-611.816	-80.055	1723.811	-694.441	-32.059	1724.462	0.000	0.000	0.000	-753.269	-40.950	1722.996
359	1.19333	-607.729	-160.374	1724.845	-612.043	-79.733	1723.805	-694.887	-32.347	1724.386	0.000	0.000	0.000	-753.676	-41.174	1722.920
360	1.19667	-607.718	-160.008	1724.814	-612.377	-79.209	1723.809	-695.329	-32.248	1724.402	0.000	0.000	0.000	-754.106	-41.370	1722.960
361	1.20000	-607.672	-159.720	1724.711	-612.693	-78.826	1723.843	-695.734	-32.152	1724.427	0.000	0.000	0.000	-754.554	-41.576	1722.963
362	1.20333	-607.673	-159.361	1724.717	-612.964	-78.467	1723.769	-696.390	-32.025	1724.474	0.000	0.000	0.000	-754.920	-41.932	1722.932
363	1.20667	-607.710	-158.429	1724.849	-613.281	-78.122	1723.756	-696.840	-31.949	1724.452	0.000	0.000	0.000	-755.454	-41.980	1722.996
364	1.21000	-607.633	-158.028	1724.839	-613.548	-77.704	1723.715	-697.306	-32.028	1724.376	0.000	0.000	0.000	-755.897	-42.073	1723.022
365	1.21333	-607.587	-157.733	1724.808	-613.826	-77.396	1723.685	-697.719	-32.120	1724.298	0.000	0.000	0.000	-756.345	-42.280	1723.029
366	1.21667	-607.561	-157.430	1724.801	-614.157	-77.026	1723.687	-698.241	-31.875	1724.324	0.000	0.000	0.000	-756.794	-42.477	1723.016
367	1.22000	-607.536	-157.162	1724.783	-614.434	-76.724	1723.688	-698.666	-31.755	1724.349	0.000	0.000	0.000	-757.082	-42.765	1722.960
368	1.22333	-607.482	-156.815	1724.813	-614.685	-76.303	1723.733	-699.112	-31.935	1724.324	0.000	0.000	0.000	-757.390	-43.060	1722.955
369	1.22667	-607.432	-156.667	1724.675	-614.928	-75.910	1723.748	-699.459	-31.942	1724.306	0.000	0.000	0.000	-757.905	-43.130	1723.032
370	1.23000	-607.272	-156.051	1724.715	-615.230	-75.578	1723.743	-699.823	-31.857	1724.279	0.000	0.000	0.000	-758.271	-43.285	1723.043
371	1.23333	-607.235	-155.821	1724.687	-615.458	-75.270	1723.739	-700.393	-31.823	1724.344	0.000	0.000	0.000	-758.636	-43.449	1723.064
372	1.23667	-607.213	-155.482	1724.732	-615.732	-74.995	1723.758	-700.787	-31.769	1724.370	0.000	0.000	0.000	-759.105	-43.449	1723.156
373	1.24000	-607.194	-155.179	1724.720	-616.028	-74.565	1723.724	-701.180	-31.721	1724.376	0.000	0.000	0.000	-759.468	-43.799	1723.114
374	1.24333	-607.240	-154.807	1724.706	-616.289	-74.292	1723.668	-701.772	-31.704	1724.379	0.000	0.000	0.000	-759.881	-44.233	1723.040
375	1.24667	-607.310	-154.305	1724.730	-616.577	-73.982	1723.636	-702.240	-31.603	1724.414	0.000	0.000	0.000	-760.346	-44.166	1723.118
376	1.25000	-607.134	-153.602	1724.696	-617.002	-73.425	1723.702	-702.672	-31.682	1724.398	0.000	0.000	0.000	-760.775	-44.502	1723.050
377	1.25333	-607.168	-153.238	1724.678	-617.255	-73.110	1723.612	-703.183	-31.728	1724.387	0.000	0.000	0.000	-761.218	-44.707	1723.067
378	1.25667	-607.150	-152.975	1724.651	-617.501	-73.034	1723.598	-703.633	-31.489	1724.440	0.000	0.000	0.000	-761.581	-44.789	1723.095
379	1.26000	-607.171	-152.724	1724.614	-617.746	-72.774	1723.596	-704.001	-31.497	1724.438	0.000	0.000	0.000	-761.903	-45.033	1723.099
380	1.26333	-607.209	-152.401	1724.656	-618.076	-72.252	1723.703	-704.404	-31.673	1724.428	0.000	0.000	0.000	-762.182	-45.313	1723.084
381	1.26667	-607.247	-152.100	1724.664	-618.333	-71.906	1723.739	-704.726	-31.613	1724.416	0.000	0.000	0.000	-762.430	-45.514	1723.088
382	1.27000	-607.276	-151.733	1724.684	-618.548	-71.628	1723.736	-705.079	-31.658	1724.412	0.000	0.000	0.000	-762.919	-45.608	1723.093
383	1.27333	-607.304	-151.187	1724.762	-618.799	-71.413	1723.726	-705.472	-31.516	1724.431	0.000	0.000	0.000	-763.284	-45.803	1723.131
384	1.27667	-607.242	-150.877	1724.784	-619.034	-71.113	1723.698	-705.993	-31.580	1724.444	0.000	0.000	0.000	-763.619	-45.897	1723.162
385	1.28000	-607.198	-150.514	1724.802	-619.382	-70.745	1723.698	-706.357	-31.592	1724.416	0.000	0.000	0.000	-764.010	-46.124	1723.106
386	1.28333	-607.182	-150.165	1724.697	-619.699	-70.227	1723.750	-706.692	-31.558	1724.371	0.000	0.000	0.000	-764.307	-46.396	1723.097
387	1.28667	-607.165	-149.987	1724.661	-619.927	-69.987	1723.713	-707.110	-31.861	1724.297	0.000	0.000	0.000	-764.602	-46.745	1723.010
388	1.29000	-607.146	-149.702	1724.655	-620.173	-69.800	1723.696	-707.514	-31.755	1724.319	0.000	0.000	0.000	-764.913	-47.228	1722.940
389	1.29333	-607.157	-149.426	1724.684	-620.434	-69.645	1723.676	-708.007	-31.480	1724.427	0.000	0.000	0.000	-765.436	-47.006	1723.106
390	1.29667	-607.165	-149.112	1724.697	-620.738	-69.091	1723.736	-708.526	-31.635	1724.417	0.000	0.000	0.000	-765.847	-47.190	1723.107
391	1.30000	-607.173	-148.813	1724.715	-621.172	-68.738	1723.756	-708.829	-31.621	1724.401	0.000	0.000	0.000	-766.225	-47.361	1723.141
392	1.30333	-607.157	-148.225	1724.784	-621.373	-68.587	1723.727	-709.204	-31.654	1724.388	0.000	0.000	0.000	-766.565	-47.529	1723.170
393	1.30667	-607.095	-147.785	1724.782	-621.591	-68.401	1723.721	-709.608	-31.697	1724.402	0.000	0.000	0.000	-766.884	-47.746	1723.182
394	1.31000	-607.125	-147.445	1724.778	-621.862	-68.169	1723.736	-710.059	-31.584	1724.477	0.000	0.000	0.000	-767.153	-48.042	1723.144
395	1.31333	-607.159	-147.210	1724.635	-622.155	-67.758	1723.744	-710.427	-31.591	1724.501	0.000	0.000	0.000	-767.438	-48.288	1723.159
396	1.31667	-607.191	-146.906	1724.650	-622.516	-67.319	1723.787	-710.762	-31.787	1724.424	0.000	0.000	0.000	-767.868	-48.486	1723.125
397	1.32000	-607.254	-146.641	1724.658	-622.696	-67.137	1723.750	-711.274	-31.684	1724.490	0.000	0.000	0.000	-768.226	-48.603	1723.169
398	1.32333	-607.262	-146.321	1724.651	-622.908	-66.971	1723.739	-711.623	-31.602	1724.476	0.000	0.000	0.000	-768.537	-48.829	1723.198
399	1.32667	-607.261	-146.006	1724.679	-623.132	-66.678	1723.730	-711.922	-31.540	1724.506	0.000	0.000	0.000	-768.835	-48.975	1723.211
400	1.33000	-607.271	-145.713	1724.686	-623.462	-66.414	1723.725	-712.342	-31.760	1724.508	0.000	0.000	0.000	-769.192	-49.076	1723.269
401	1.33333	-607.333	-145.318	1724.736	-623.730	-66.046	1723.753	-712.671	-31.798	1724.523	0.000	0.000	0.000	-769.460	-49.389	1723.264
402	1.33667	-607.326	-144.976	1724.743	-624.045	-65.894	1723.756	-713.089	-31.587	1724.580	0.000	0.000	0.000	-769.733	-49.674	1723.229
403	1.34000	-607.299	-144.630	1724.774	-624.267	-65.734	1723.722	-713.451	-31.699	1724.508	0.000	0.000	0.000	-769.956	-50.173	1723.056
404	1.34333	-607.324	-144.186	1724.799	-624.515	-65.420	1723.709	-713.844	-31.834	1724.484	0.000	0.000	0.000	-770.339	-49.951	1723.192
405	1.34667	-607.336	-143.902	1724.808	-624.763	-65.078	1723.725	-714.151	-31.841	1724.482	0.000	0.000	0.000	-770.705	-50.245	1723.191
406	1.35000	-607.360	-143.708	1724.771	-625.037	-64.785	1723.730	-714.454	-31.854	1724.493	0.000	0.000	0.000	-771.035	-50.394	1723.209
407	1.35333	-607.357	-143.466	1724.776	-625.362	-64.519	1723.778	-714.926	-31.968	1724.493	0.000	0.000	0.000	-771.302	-50.533	1723.241
408	1.35667	-607.356	-143.249	1724.753	-625.577	-64.377	1723.715	-715.293	-31.876	1724.551	0.000	0.000	0.000	-771.676	-50.746	1723.275
409	1.36000	-607.449	-143.011	1724.753	-625.807	-64.128	1723.700	-715.641	-31.860	1724.532	0.000	0.000	0.000	-772.012	-50.926	1723.272
410	1.36333	-607.488	-142.760	1724.735	-626.081	-63.767	1723.681	-716.001	-31.927	1724.494	0.000	0.000	0.000	-772.239	-51.156	1723.242
411	1.36667	-607.427	-142.334	1724.747	-626.413	-63.497	1723.694	-716.403	-32.061	1724.451	0.000	0.000	0.000	-772.448	-51.680	1723.116
412	1.37000	-607.523	-141.758	1724.790	-626.760	-63.340	1723.730	-716.714	-32.082	1724.462	0.000	0.000	0.000	-772.849	-51.657	1723.225
413	1.37333	-607.456	-141.268	1724.819	-626.989	-63.182	1723.746	-717.060	-32.073	1724.485	0.000	0.000	0.000	-773.195	-51.841	1723.253
414	1.37667	-607.536	-140.975	1724.808	-627.260	-62.865	1723.776	-717.619	-32.105	1724.527	0.000	0.000	0.000	-773.184	-51.406	1723.477
415	1.38000	-607.572	-140.709	1724.797	-627.551	-62.472	1723.753	-717.964	-32.097	1724.473	0.000	0.000	0.000	-773.560	-51.713	1723.465
416	1.38333	-607.602	-140.511	1724.764	-627.819	-62.176	1723.722	-718.282	-32.009	1724.455	0.000	0.000	0.000	-773.890	-51.924	1723.478
417	1.38667	-607.649	-140.269	1724.747	-628.058	-62.049	1723.681	-718.653	-32.331	1724.393	0.000	0.000	0.000	-774.238	-52.196	1723.510
418	1.39000	-607.700	-140.046	1724.722	-628.365	-61.807	1723.710	-719.016	-32.473	1724.384	0.000	0.000	0.000	-774.454	-52.331	1723.501
419	1.39333	-607.770	-139.737	1724.689	-628.644	-61.512	1723.684	-719.380	-32.296	1724.441	0.000	0.000	0.000	-774.577	-52.411	1723.526
420	1.39667	-607.721	-139.467	1724.531	-628.930	-61.146	1723.701	-719.822	-32.225	1724.476	0.000	0.000	0.000	-774.616	-52.330	1723.585
421	1.40000	-607.717	-139.060	1724.540	-629.232	-60.967	1723.674	-720.276	-32.307	1724.478	0.000	0.000	0.000	-775.397	-53.086	1723.545
422	1.40333	-607.781	-138.737	1724.580	-629.526	-60.852	1723.645	-720.576	-32.363	1724.458	0.000	0.000	0.000	-775.736	-53.309	1723.519
423	1.40667	-607.792	-138.395	1724.614	-629.833	-60.640	1723.659	-720.871	-32.384	1724.469	0.000	0.000	0.000	-776.146	-53.645	1723.519
424	1.41000	-607.829	-138.061	1724.640	-630.118	-60.342	1723.682	-721.319	-32.685	1724.446	0.000	0.000	0.000	0.000	0.000	0.000
425	1.41333	-607.841	-137.651	1724.674	-630.404	-59.960	1723.726	-721.785	-32.463	1724.522	0.000	0.000	0.000	0.000	0.000	0.000
426	1.41667	-607.926	-137.329	1724.671	-630.718	-59.682	1723.718	-722.157	-32.472	1724.503	0.000	0.000	0.000	0.000	0.000	0.000
427	1.42000	-608.004	-136.992	1724.640	-631.091	-59.432	1723.719	-722.583	-32.749	1724.461	0.000	0.000	0.000	0.000	0.000	0.000
428	1.42333	-608.093	-136.688	1724.562	-631.281	-59.282	1723.680	-722.903	-32.833	1724.415	0.000	0.000	0.000	0.000	0.000	0.000
429	1.42667	-608.278	-136.226	1724.639	-631.621	-58.880	1723.680	-723.318	-32.684	1724.452	0.000	0.000	0.000	0.000	0.000	0.000
430	1.43000	-608.289	-136.077	1724.613	-631.969	-58.602	1723.643	-723.764	-32.846	1724.472	0.000	0.000	0.000	0.000	0.000	0.000
431	1.43333	-608.272	-135.727	1724.606	-632.218	-58.474	1723.600	-724.064	-32.828	1724.473	0.000	0.000	0.000	0.000	0.000	0.000
432	1.43667	-608.264	-135.478	1724.580	-632.449	-58.393	1723.566	-724.391	-32.839	1724.463	0.000	0.000	0.000	0.000	0.000	0.000
433	1.44000	-608.250	-135.158	1724.557	-632.812	-58.045	1723.504	-724.751	-33.010	1724.441	0.000	0.000	0.000	0.000	0.000	0.000
434	1.44333	-608.260	-134.816	1724.572	-633.077	-57.755	1723.482	-725.293	-32.890	1724.500	0.000	0.000	0.000	0.000	0.000	0.000
435	1.44667	-608.251	-134.686	1724.434	-633.342	-57.517	1723.487	-725.368	-32.381	1724.465	0.000	0.000	0.000	-780.019	-56.489	1723.487
436	1.45000	-608.382	-134.119	1724.481	-633.616	-57.358	1723.493	-725.951	-32.887	1724.411	0.000	0.000	0.000	-779.986	-56.366	1723.550
437	1.45333	-608.449	-133.702	1724.511	-633.971	-57.031	1723.549	-726.374	-33.135	1724.412	0.000	0.000	0.000	-780.007	-56.253	1723.659
438	1.45667	-608.505	-133.354	1724.543	-634.422	-56.799	1723.562	-726.817	-33.094	1724.437	0.000	0.000	0.000	-780.525	-56.738	1723.620
439	1.46000	-608.571	-133.007	1724.563	-634.726	-56.449	1723.558	-727.206	-33.221	1724.425	0.000	0.000	0.000	-780.875	-57.049	1723.606
440	1.46333	-608.653	-132.761	1724.560	-635.008	-56.199	1723.525	-727.679	-33.340	1724.454	0.000	0.000	0.000	-781.168	-57.179	1723.624
441	1.46667	-608.802	-132.325	1724.544	-635.322	-56.049	1723.489	-727.997	-33.397	1724.433	0.000	0.000	0.000	-781.532	-57.545	1723.644
442	1.47000	-608.874	-132.053	1724.518	-635.635	-55.767	1723.549	-728.376	-33.506	1724.431	0.000	0.000	0.000	-781.986	-57.968	1723.613
443	1.47333	-608.943	-131.847	1724.468	-635.937	-55.418	1723.579	-728.812	-33.621	1724.473	0.000	0.000	0.000	-782.233	-58.098	1723.657
444	1.47667	-608.892	-131.413	1724.473	-636.284	-55.032	1723.609	-729.159	-33.658	1724.474	0.000	0.000	0.000	-782.829	-58.704	1723.631
445	1.48000	-608.908	-131.115	1724.436	-636.606	-54.929	1723.564	-729.550	-33.735	1724.471	0.000	0.000	0.000	-782.937	-58.812	1723.631
446	1.48333	-608.913	-130.833	1724.433	-636.912	-54.906	1723.500	-730.028	-33.812	1724.500	0.000	0.000	0.000	-783.017	-58.845	1723.642
447	1.48667	-608.942	-130.502	1724.420	-637.252	-54.665	1723.531	-730.399	-33.826	1724.508	0.000	0.000	0.000	-783.373	-59.124	1723.651
448	1.49000	-609.104	-129.963	1724.521	-637.649	-54.184	1723.598	-730.799	-33.880	1724.537	0.000	0.000	0.000	-783.790	-59.552	1723.649
449	1.49333	-609.201	-129.627	1724.455	-637.991	-53.881	1723.600	-731.191	-34.250	1724.451	0.000	0.000	0.000	-784.107	-59.791	1723.632
450	1.49667	-609.277	-129.227	1724.455	-638.242	-53.742	1723.558	-731.563	-34.256	1724.432	0.000	0.000	0.000	-784.439	-60.085	1723.650
451	1.50000	-609.372	-128.894	1724.477	-638.570	-53.566	1723.527	-731.992	-34.104	1724.487	0.000	0.000	0.000	-784.837	-60.451	1723.629
452	1.50333	-609.454	-128.568	1724.481	-639.013	-53.319	1723.532	-732.518	-34.320	1724.481	0.000	0.000	0.000	-785.695	-61.250	1723.564
453	1.50667	-609.559	-128.268	1724.520	-639.378	-52.962	1723.566	-732.832	-34.311	1724.468	0.000	0.000	0.000	-785.889	-61.483	1723.571
454	1.51000	-609.624	-128.039	1724.548	-639.630	-52.798	1723.563	-733.152	-34.402	1724.470	0.000	0.000	0.000	-785.955	-61.504	1723.599
455	1.51333	-609.712	-127.777	1724.538	-639.878	-52.647	1723.564	-733.595	-34.682	1724.465	0.000	0.000	0.000	-786.027	-61.493	1723.647
456	1.51667	-609.759	-127.601	1724.408	-640.228	-52.399	1723.582	-733.915	-34.817	1724.424	0.000	0.000	0.000	-786.193	-61.660	1723.638
457	1.52000	-609.834	-127.029	1724.482	-640.600	-52.009	1723.614	-734.386	-34.623	1724.509	0.000	0.000	0.000	-786.611	-62.089	1723.636
458	1.52333	-609.896	-126.639	1724.512	-640.924	-51.714	1723.625	-734.836	-34.886	1724.476	0.000	0.000	0.000	-786.929	-62.413	1723.635
459	1.52667	-609.985	-126.329	1724.528	-641.273	-51.725	1723.567	-735.156	-34.924	1724.474	0.000	0.000	0.000	-787.234	-62.725	1723.649
460	1.53000	-610.050	-125.999	1724.533	-641.519	-51.577	1723.522	-735.459	-35.005	1724.484	0.000	0.000	0.000	-787.438	-62.848	1723.649
461	1.53333	-610.105	-125.731	1724.533	-641.832	-51.407	1723.531	-735.893	-35.113	1724.509	0.000	0.000	0.000	-787.794	-63.252	1723.631
462	1.53667	-610.175	-125.450	1724.514	-642.137	-51.083	1723.513	-736.110	-35.204	1724.464	0.000	0.000	0.000	-787.955	-63.412	1723.637
463	1.54000	-610.315	-125.075	1724.552	-642.415	-50.681	1723.538	-736.460	-35.086	1724.538	0.000	0.000	0.000	-788.240	-63.663	1723.633
464	1.54333	-610.400	-124.657	1724.569	-642.646	-50.578	1723.524	-736.816	-35.267	1724.552	0.000	0.000	0.000	-788.967	-64.358	1723.608
465	1.54667	-610.403	-124.320	1724.575	-642.886	-50.511	1723.506	-737.230	-35.405	1724.563	0.000	0.000	0.000	-789.076	-64.467	1723.606
466	1.55000	-610.454	-124.067	1724.576	-643.414	-50.460	1723.500	-737.549	-35.659	1724.475	0.000	0.000	0.000	-789.286	-64.642	1723.643
467	1.55333	-610.517	-123.825	1724.547	-643.777	-50.060	1723.521	-738.087	-35.754	1724.524	0.000	0.000	0.000	-789.377	-64.732	1723.672
468	1.55667	-610.570	-123.571	1724.533	-644.095	-49.704	1723.558	-738.416	-35.739	1724.524	0.000	0.000	0.000	-789.582	-64.940	1723.687
469	1.56000	-610.738	-123.299	1724.551	-644.358	-49.599	1723.551	-738.761	-35.779	1724.518	0.000	0.000	0.000	-789.944	-65.312	1723.695
470	1.56333	-610.873	-123.025	1724.548	-644.651	-49.480	1723.513	-739.160	-35.909	1724.549	0.000	0.000	0.000	-790.219	-65.589	1723.685
471	1.56667	-611.033	-122.520	1724.578	-644.997	-49.297	1723.523	-739.509	-36.073	1724.517	0.000	0.000	0.000	-790.538	-65.914	1723.685
472	1.57000	-611.121	-122.283	1724.547	-645.408	-48.999	1723.521	-739.850	-36.058	1724.523	0.000	0.000	0.000	-790.762	-66.100	1723.705
473	1.57333	-611.202	-122.008	1724.539	-645.725	-48.762	1723.494	-740.239	-36.077	1724.558	0.000	0.000	0.000	-790.986	-66.325	1723.685
474	1.57667	-611.305	-121.772	1724.531	-645.992	-48.676	1723.424	-740.638	-36.374	1724.523	0.000	0.000	0.000	-791.243	-66.584	1723.703
475	1.58000	-611.338	-121.422	1724.529	-646.222	-48.590	1723.392	-740.943	-36.380	1724.527	0.000	0.000	0.000	-791.448	-66.792	1723.717
476	1.58333	-611.383	-121.164	1724.520	-646.547	-48.316	1723.444	-741.202	-36.410	1724.540	0.000	0.000	0.000	-791.659	-66.966	1723.753
477	1.58667	-611.435	-120.962	1724.476	-646.855	-47.980	1723.440	-741.558	-36.827	1724.416	0.000	0.000	0.000	-791.882	-67.193	1723.736
478	1.59000	-611.575	-120.460	1724.490	-647.176	-47.694	1723.444	-741.869	-36.900	1724.402	0.000	0.000	0.000	-792.378	-67.785	1723.711
479	1.59333	-611.658	-120.181	1724.473	-647.506	-47.766	1723.398	-742.135	-36.849	1724.444	0.000	0.000	0.000	-792.398	-67.722	1723.751
480	1.59667	-611.750	-119.958	1724.443	-647.723	-47.701	1723.387	-742.540	-36.864	1724.505	0.000	0.000	0.000	-792.646	-68.018	1723.738
481	1.60000	-611.818	-119.656	1724.450	-648.056	-47.524	1723.394	-742.962	-37.116	1724.494	0.000	0.000	0.000	-792.737	-68.069	1723.807
482	1.60333	-611.917	-119.347	1724.458	-648.464	-47.161	1723.436	-743.312	-37.107	1724.512	0.000	0.000	0.000	-792.933	-68.303	1723.814
