NO_OF_FRAMES	6282
NO_OF_CAMERAS	4
NO_OF_MARKERS	11
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-11, 15:41:33.098	68320.78217323
DATA_INCLUDED	3D
MARKER_NAMES	base_1	base_2	base_3	base_4	base_5	base_6					
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Measured	Measured	Mixed	Measured
Frame	Time	base_1 X	base_1 Y	base_1 Z	base_2 X	base_2 Y	base_2 Z	base_3 X	base_3 Y	base_3 Z	base_4 X	base_4 Y	base_4 Z	base_5 X	base_5 Y	base_5 Z	base_6 X	base_6 Y	base_6 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
4465	14.88000	458.381	-659.054	26.601	-401.523	-561.560	28.542	193.430	-491.693	28.611	249.055	-181.874	30.944	-93.248	-143.281	33.251	-239.461	-529.049	33.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	610.009	-164.862	166.687	0.000	0.000	0.000
4466	14.88333	458.437	-659.094	26.526	-401.499	-561.500	28.587	193.423	-491.713	28.571	249.065	-181.862	30.952	-93.244	-143.266	33.308	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	612.437	-165.076	166.271	0.000	0.000	0.000
4467	14.88667	458.420	-659.033	26.573	-401.520	-561.549	28.567	193.414	-491.686	28.626	249.061	-181.855	30.981	-93.245	-143.230	33.337	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	614.984	-165.257	165.898	0.000	0.000	0.000
4468	14.89000	458.384	-659.009	26.761	-401.503	-561.494	28.568	193.445	-491.658	28.615	249.046	-181.882	30.977	-93.247	-143.219	33.208	-239.469	-529.085	33.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	617.244	-165.801	165.443	0.000	0.000	0.000
4469	14.89333	458.433	-659.103	26.579	-401.520	-561.568	28.533	193.458	-491.670	28.696	249.058	-181.864	30.929	-93.271	-143.240	33.341	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	619.649	-166.076	164.965	0.000	0.000	0.000
4470	14.89667	458.414	-659.035	26.636	-401.497	-561.510	28.578	193.450	-491.664	28.576	249.075	-181.875	30.965	-93.211	-143.262	33.185	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	622.091	-166.562	164.427	0.000	0.000	0.000
4471	14.90000	458.444	-659.080	26.560	-401.530	-561.565	28.494	193.465	-491.671	28.660	249.086	-181.843	31.045	-93.225	-143.278	33.214	-239.480	-529.076	33.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	624.446	-166.887	164.088	0.000	0.000	0.000
4472	14.90333	458.418	-659.039	26.581	-401.528	-561.542	28.557	193.455	-491.670	28.650	249.091	-181.855	30.984	-93.210	-143.263	33.317	-239.473	-529.044	33.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	626.701	-167.541	163.542	0.000	0.000	0.000
4473	14.90667	458.464	-659.075	26.464	-401.505	-561.501	28.571	193.432	-491.653	28.558	249.057	-181.861	31.009	-93.270	-143.265	33.320	-239.474	-529.078	33.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	628.922	-168.051	162.943	0.000	0.000	0.000
4474	14.91000	458.385	-658.987	26.608	-401.492	-561.532	28.563	193.451	-491.697	28.631	249.080	-181.857	31.025	-93.250	-143.258	33.248	-239.490	-529.018	33.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	631.306	-168.528	162.378	0.000	0.000	0.000
4475	14.91333	458.416	-659.063	26.639	-401.517	-561.534	28.576	193.443	-491.655	28.559	249.099	-181.868	31.040	-93.268	-143.271	33.384	-239.452	-529.111	33.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	633.611	-169.103	161.788	0.000	0.000	0.000
4476	14.91667	458.448	-659.051	26.442	-401.525	-561.515	28.546	193.446	-491.670	28.576	249.084	-181.889	30.967	-93.258	-143.256	33.311	-239.498	-529.054	33.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	635.892	-169.707	161.138	0.000	0.000	0.000
4477	14.92000	458.416	-659.070	26.562	-401.518	-561.503	28.543	193.420	-491.686	28.577	249.030	-181.872	30.951	-93.244	-143.262	33.258	-239.474	-529.078	33.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	638.093	-170.442	160.562	0.000	0.000	0.000
4478	14.92333	458.393	-659.022	26.687	-401.534	-561.562	28.543	193.414	-491.679	28.579	249.078	-181.838	31.001	-93.252	-143.334	33.206	-239.475	-529.082	33.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	640.459	-171.187	159.820	0.000	0.000	0.000
4479	14.92667	458.412	-659.026	26.592	-401.507	-561.530	28.546	193.447	-491.664	28.592	249.063	-181.893	30.994	-93.278	-143.332	33.353	-239.474	-529.078	33.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	642.756	-171.893	159.085	0.000	0.000	0.000
4480	14.93000	458.424	-659.056	26.565	-401.500	-561.534	28.565	193.451	-491.690	28.676	249.046	-181.889	30.952	-93.228	-143.221	33.253	-239.474	-529.078	33.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	645.078	-172.776	158.471	0.000	0.000	0.000
4481	14.93333	458.408	-659.079	26.626	-401.505	-561.523	28.575	193.437	-491.699	28.557	249.075	-181.836	31.026	-93.259	-143.305	33.236	-239.467	-529.042	33.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	647.414	-173.691	157.695	0.000	0.000	0.000
4482	14.93667	458.382	-659.045	26.541	-401.516	-561.532	28.547	193.431	-491.714	28.601	249.059	-181.878	30.983	-93.230	-143.275	33.320	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	649.733	-174.807	156.867	0.000	0.000	0.000
4483	14.94000	458.428	-659.067	26.509	-401.500	-561.533	28.525	193.451	-491.667	28.614	249.070	-181.886	30.961	-93.240	-143.230	33.293	-239.473	-529.044	33.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	652.075	-175.897	155.962	0.000	0.000	0.000
4484	14.94333	458.421	-659.013	26.536	-401.544	-561.557	28.522	193.441	-491.684	28.585	249.061	-181.887	30.957	-93.241	-143.319	33.311	-239.467	-529.046	33.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	657.447	-178.836	152.234	0.000	0.000	0.000
4485	14.94667	458.419	-659.011	26.524	-401.534	-561.534	28.537	193.450	-491.667	28.655	249.046	-181.875	30.969	-93.276	-143.311	33.298	-239.480	-529.075	33.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	661.095	-180.765	150.257	0.000	0.000	0.000
4486	14.95000	458.415	-659.012	26.584	-401.516	-561.538	28.570	193.441	-491.655	28.551	249.063	-181.858	31.009	-93.253	-143.327	33.208	-239.491	-529.018	33.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	664.689	-182.878	147.857	0.000	0.000	0.000
4487	14.95333	458.413	-659.046	26.576	-401.510	-561.524	28.566	193.426	-491.687	28.612	249.077	-181.892	30.967	-93.229	-143.237	33.332	-239.444	-529.075	33.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	666.717	-183.867	147.069	0.000	0.000	0.000
4488	14.95667	458.398	-658.921	26.744	-401.515	-561.519	28.543	193.432	-491.692	28.573	249.071	-181.877	31.022	-93.244	-143.286	33.279	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	668.284	-184.613	146.755	0.000	0.000	0.000
4489	14.96000	458.425	-658.942	26.653	-401.509	-561.523	28.568	193.456	-491.688	28.593	249.099	-181.870	30.998	-93.254	-143.257	33.246	-239.498	-529.054	33.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	670.145	-185.510	146.022	0.000	0.000	0.000
4490	14.96333	458.408	-659.022	26.657	-401.534	-561.521	28.530	193.424	-491.693	28.670	249.073	-181.852	31.011	-93.213	-143.283	33.303	-239.474	-529.078	33.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	671.951	-186.394	145.328	0.000	0.000	0.000
4491	14.96667	458.417	-659.009	26.599	-401.510	-561.521	28.572	193.438	-491.686	28.622	249.067	-181.863	30.980	-93.239	-143.233	33.257	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	673.748	-187.202	144.453	0.000	0.000	0.000
4492	14.97000	458.431	-659.077	26.602	-401.526	-561.564	28.489	193.432	-491.665	28.507	249.074	-181.852	31.015	-93.214	-143.229	33.210	-239.498	-529.054	33.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	675.602	-188.203	143.471	0.000	0.000	0.000
4493	14.97333	458.423	-659.002	26.544	-401.516	-561.554	28.552	193.446	-491.662	28.597	249.040	-181.892	30.977	-93.238	-143.266	33.406	-239.498	-529.049	33.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	677.727	-189.294	142.154	0.000	0.000	0.000
4494	14.97667	458.423	-659.047	26.538	-401.500	-561.531	28.529	193.455	-491.690	28.636	249.091	-181.860	30.993	-93.223	-143.325	33.197	-239.475	-529.082	33.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	679.939	-190.549	140.776	0.000	0.000	0.000
4495	14.98000	458.397	-659.000	26.666	-401.532	-561.549	28.551	193.442	-491.677	28.528	249.080	-181.857	31.010	-93.246	-143.252	33.231	-239.467	-529.046	33.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	682.147	-191.852	139.452	0.000	0.000	0.000
4496	14.98333	458.352	-659.044	26.668	-401.507	-561.543	28.568	193.447	-491.660	28.517	249.054	-181.875	30.976	-93.256	-143.233	33.326	-239.481	-529.080	33.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.644	-193.374	137.646	0.000	0.000	0.000
4497	14.98667	458.418	-658.969	26.616	-401.510	-561.513	28.561	193.433	-491.661	28.572	249.061	-181.849	30.988	-93.265	-143.255	33.322	-239.482	-529.118	33.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	687.151	-194.883	135.813	0.000	0.000	0.000
4498	14.99000	458.414	-659.045	26.544	-401.493	-561.518	28.549	193.426	-491.693	28.647	249.059	-181.901	30.989	-93.240	-143.265	33.251	-239.473	-529.039	33.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	689.614	-196.435	133.873	0.000	0.000	0.000
4499	14.99333	458.438	-659.004	26.643	-401.516	-561.493	28.585	193.442	-491.659	28.539	249.085	-181.831	31.018	-93.212	-143.236	33.333	-239.475	-529.083	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	692.055	-197.988	131.814	0.000	0.000	0.000
4500	14.99667	458.408	-659.067	26.580	-401.511	-561.549	28.565	193.428	-491.716	28.563	249.049	-181.889	30.945	-93.242	-143.210	33.351	-239.498	-529.054	33.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	694.748	-199.680	129.464	0.000	0.000	0.000
4501	15.00000	458.414	-659.053	26.544	-401.495	-561.486	28.596	193.431	-491.672	28.602	249.098	-181.851	31.034	-93.238	-143.257	33.349	-239.473	-529.039	33.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	697.293	-201.255	127.261	0.000	0.000	0.000
4502	15.00333	458.430	-659.027	26.570	-401.525	-561.531	28.563	193.425	-491.668	28.665	249.063	-181.888	30.962	-93.258	-143.272	33.252	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	699.457	-202.663	125.054	0.000	0.000	0.000
4503	15.00667	458.423	-659.010	26.702	-401.511	-561.547	28.567	193.448	-491.667	28.660	249.094	-181.865	31.050	-93.246	-143.257	33.338	-239.467	-529.046	33.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	701.987	-204.398	122.599	0.000	0.000	0.000
4504	15.01000	458.407	-658.964	26.690	-401.499	-561.563	28.543	193.444	-491.690	28.659	249.085	-181.854	30.971	-93.230	-143.304	33.241	-239.452	-529.111	33.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	704.371	-205.859	120.249	0.000	0.000	0.000
4505	15.01333	458.402	-659.003	26.661	-401.516	-561.515	28.594	193.438	-491.690	28.617	249.043	-181.896	30.938	-93.249	-143.252	33.305	-239.475	-529.082	33.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	706.449	-207.308	118.078	0.000	0.000	0.000
4506	15.01667	458.449	-659.047	26.584	-401.506	-561.492	28.582	193.430	-491.668	28.596	249.074	-181.905	30.972	-93.203	-143.284	33.243	-239.506	-529.090	33.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	708.103	-208.240	116.255	0.000	0.000	0.000
4507	15.02000	458.445	-659.012	26.558	-401.524	-561.544	28.547	193.458	-491.696	28.645	249.074	-181.851	31.029	-93.237	-143.320	33.238	-239.473	-529.039	33.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	709.666	-209.298	114.455	0.000	0.000	0.000
4508	15.02333	458.379	-659.025	26.687	-401.516	-561.524	28.569	193.457	-491.629	28.551	249.105	-181.873	30.997	-93.229	-143.252	33.300	-239.469	-529.085	33.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	711.204	-210.436	112.585	0.000	0.000	0.000
4509	15.02667	458.390	-658.981	26.711	-401.515	-561.501	28.596	193.447	-491.678	28.737	249.051	-181.861	31.005	-93.252	-143.282	33.170	-239.467	-529.046	33.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	712.807	-211.510	110.348	0.000	0.000	0.000
4510	15.03000	458.387	-659.026	26.766	-401.517	-561.499	28.573	193.465	-491.672	28.683	249.074	-181.862	31.029	-93.245	-143.262	33.234	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	714.136	-212.691	108.255	0.000	0.000	0.000
4511	15.03333	458.413	-659.015	26.618	-401.503	-561.550	28.547	193.431	-491.676	28.526	249.058	-181.897	30.984	-93.283	-143.255	33.412	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	715.051	-213.358	106.382	0.000	0.000	0.000
4512	15.03667	458.412	-659.039	26.637	-401.494	-561.488	28.584	193.438	-491.666	28.573	249.080	-181.881	30.968	-93.276	-143.312	33.361	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	716.130	-214.410	104.286	0.000	0.000	0.000
4513	15.04000	458.414	-659.001	26.601	-401.515	-561.540	28.554	193.431	-491.689	28.605	249.076	-181.868	31.000	-93.238	-143.294	33.329	-239.491	-529.017	33.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	716.582	-214.975	102.522	0.000	0.000	0.000
4514	15.04333	458.402	-659.031	26.569	-401.550	-561.592	28.523	193.410	-491.688	28.546	249.052	-181.897	30.957	-93.247	-143.232	33.294	-239.469	-529.085	33.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	717.565	-216.124	100.038	0.000	0.000	0.000
4515	15.04667	458.459	-659.000	26.467	-401.504	-561.478	28.616	193.422	-491.662	28.561	249.064	-181.873	30.992	-93.247	-143.216	33.309	-239.473	-529.039	33.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	718.397	-217.183	97.689	0.000	0.000	0.000
4516	15.05000	458.442	-659.052	26.570	-401.507	-561.522	28.556	193.399	-491.644	28.440	249.067	-181.849	31.021	-93.243	-143.287	33.281	-239.504	-529.051	33.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	719.050	-218.004	95.501	0.000	0.000	0.000
4517	15.05333	458.420	-659.012	26.626	-401.501	-561.506	28.562	193.451	-491.665	28.690	249.060	-181.882	30.988	-93.249	-143.254	33.289	-239.467	-529.042	33.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	719.429	-218.863	93.576	0.000	0.000	0.000
4518	15.05667	458.421	-659.068	26.562	-401.512	-561.511	28.573	193.456	-491.688	28.576	249.065	-181.904	30.980	-93.255	-143.305	33.453	-239.467	-529.046	33.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	719.812	-219.700	91.455	0.000	0.000	0.000
4519	15.06000	458.426	-659.012	26.646	-401.530	-561.548	28.575	193.434	-491.669	28.581	249.074	-181.868	30.983	-93.260	-143.241	33.299	-239.490	-529.018	33.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	719.833	-220.531	89.489	0.000	0.000	0.000
4520	15.06333	458.413	-658.992	26.595	-401.512	-561.504	28.581	193.457	-491.668	28.679	249.063	-181.873	31.008	-93.225	-143.323	33.109	-239.498	-529.053	33.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	720.059	-221.634	86.969	0.000	0.000	0.000
4521	15.06667	458.448	-659.095	26.456	-401.479	-561.515	28.558	193.418	-491.709	28.536	249.057	-181.845	31.029	-93.263	-143.293	33.306	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	720.063	-222.615	84.608	0.000	0.000	0.000
4522	15.07000	458.448	-659.093	26.502	-401.523	-561.520	28.547	193.447	-491.665	28.624	249.030	-181.881	30.994	-93.214	-143.304	33.188	-239.467	-529.046	33.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	720.279	-223.935	82.074	0.000	0.000	0.000
4523	15.07333	458.398	-659.055	26.636	-401.519	-561.535	28.549	193.428	-491.663	28.609	249.053	-181.880	30.948	-93.271	-143.276	33.326	-239.467	-529.046	33.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	720.562	-224.940	79.633	0.000	0.000	0.000
4524	15.07667	458.418	-659.051	26.593	-401.513	-561.526	28.536	193.444	-491.637	28.575	249.069	-181.869	30.985	-93.259	-143.329	33.328	-239.498	-529.049	33.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	720.657	-226.150	77.237	0.000	0.000	0.000
4525	15.08000	458.435	-659.080	26.540	-401.507	-561.522	28.549	193.450	-491.695	28.688	249.075	-181.883	31.018	-93.243	-143.247	33.364	-239.492	-529.056	33.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	720.964	-227.325	74.874	0.000	0.000	0.000
4526	15.08333	458.430	-659.030	26.612	-401.532	-561.525	28.547	193.420	-491.662	28.608	249.058	-181.907	30.987	-93.215	-143.245	33.285	-239.480	-529.076	33.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	721.885	-228.973	71.738	0.000	0.000	0.000
4527	15.08667	458.373	-658.960	26.652	-401.497	-561.524	28.546	193.418	-491.686	28.587	249.062	-181.835	31.035	-93.211	-143.256	33.221	-239.475	-529.082	33.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	722.398	-230.177	69.196	0.000	0.000	0.000
4528	15.09000	458.416	-659.005	26.564	-401.528	-561.506	28.586	193.445	-491.689	28.643	249.047	-181.867	30.986	-93.256	-143.304	33.260	-239.515	-529.027	33.162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	722.787	-231.393	66.960	0.000	0.000	0.000
4529	15.09333	458.452	-659.025	26.530	-401.502	-561.545	28.535	193.444	-491.632	28.579	249.054	-181.911	31.025	-93.230	-143.294	33.275	-239.498	-529.054	33.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	723.586	-232.314	65.162	0.000	0.000	0.000
4530	15.09667	458.440	-659.033	26.602	-401.516	-561.474	28.574	193.435	-491.680	28.562	249.053	-181.886	30.952	-93.208	-143.251	33.249	-239.467	-529.042	33.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	724.462	-232.732	64.023	0.000	0.000	0.000
4531	15.10000	458.438	-659.057	26.665	-401.489	-561.546	28.551	193.415	-491.682	28.544	249.094	-181.841	31.048	-93.256	-143.294	33.253	-239.475	-529.083	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	725.444	-233.337	62.780	0.000	0.000	0.000
4532	15.10333	458.399	-659.006	26.703	-401.506	-561.520	28.536	193.428	-491.678	28.581	249.040	-181.888	30.973	-93.265	-143.254	33.342	-239.467	-529.046	33.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	726.449	-233.927	61.554	0.000	0.000	0.000
4533	15.10667	458.454	-659.044	26.526	-401.504	-561.536	28.561	193.443	-491.660	28.672	249.057	-181.891	30.993	-93.199	-143.335	33.357	-239.475	-529.083	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	727.428	-234.559	60.483	0.000	0.000	0.000
4534	15.11000	458.393	-658.969	26.668	-401.517	-561.546	28.533	193.420	-491.647	28.546	249.086	-181.866	31.010	-93.261	-143.258	33.418	-239.491	-529.017	33.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	728.750	-235.202	59.189	0.000	0.000	0.000
4535	15.11333	458.416	-659.073	26.623	-401.510	-561.536	28.530	193.443	-491.664	28.658	249.050	-181.894	30.998	-93.250	-143.187	33.304	-239.498	-529.054	33.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	730.263	-236.044	58.097	0.000	0.000	0.000
4536	15.11667	458.398	-659.009	26.644	-401.495	-561.497	28.568	193.465	-491.672	28.690	249.055	-181.918	31.038	-93.273	-143.270	33.402	-239.473	-529.044	33.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	731.498	-236.196	58.079	0.000	0.000	0.000
4537	15.12000	458.434	-659.035	26.537	-401.498	-561.487	28.570	193.452	-491.673	28.596	249.083	-181.856	31.018	-93.263	-143.257	33.448	-239.498	-529.054	33.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	732.828	-236.228	58.370	0.000	0.000	0.000
4538	15.12333	458.393	-658.995	26.626	-401.527	-561.526	28.592	193.449	-491.688	28.645	249.059	-181.879	30.990	-93.253	-143.308	33.383	-239.498	-529.054	33.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	734.413	-236.142	58.702	0.000	0.000	0.000
4539	15.12667	458.414	-659.054	26.574	-401.521	-561.552	28.548	193.471	-491.680	28.782	249.060	-181.898	30.962	-93.267	-143.270	33.310	-239.481	-529.085	33.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	735.833	-236.096	58.891	0.000	0.000	0.000
4540	15.13000	458.403	-658.970	26.576	-401.475	-561.507	28.564	193.439	-491.660	28.619	249.096	-181.838	31.040	-93.239	-143.203	33.305	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4541	15.13333	458.408	-659.014	26.636	-401.526	-561.518	28.551	193.421	-491.689	28.625	249.067	-181.847	30.998	-93.246	-143.292	33.259	-239.474	-529.078	33.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4542	15.13667	458.396	-659.025	26.648	-401.522	-561.530	28.555	193.448	-491.690	28.621	249.078	-181.881	31.021	-93.278	-143.302	33.391	-239.484	-529.020	33.156	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4543	15.14000	458.417	-659.069	26.576	-401.520	-561.508	28.568	193.450	-491.690	28.611	249.061	-181.890	30.997	-93.260	-143.352	33.247	-239.474	-529.078	33.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4544	15.14333	458.440	-659.036	26.616	-401.523	-561.502	28.595	193.449	-491.690	28.599	249.080	-181.872	30.995	-93.230	-143.271	33.218	-239.481	-529.080	33.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4545	15.14667	458.424	-659.037	26.617	-401.506	-561.516	28.580	193.421	-491.686	28.648	249.054	-181.895	30.999	-93.234	-143.307	33.321	-239.475	-529.083	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4546	15.15000	458.417	-658.991	26.580	-401.521	-561.535	28.546	193.435	-491.666	28.533	249.048	-181.885	30.967	-93.285	-143.290	33.378	-239.498	-529.054	33.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4547	15.15333	458.447	-658.998	26.581	-401.491	-561.533	28.511	193.416	-491.708	28.559	249.055	-181.892	31.016	-93.218	-143.284	33.297	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4548	15.15667	458.443	-659.100	26.609	-401.537	-561.575	28.509	193.445	-491.657	28.574	249.072	-181.855	31.005	-93.226	-143.241	33.292	-239.474	-529.078	33.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4549	15.16000	458.434	-659.069	26.545	-401.491	-561.468	28.624	193.437	-491.668	28.638	249.049	-181.904	30.963	-93.193	-143.299	33.229	-239.475	-529.082	33.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4550	15.16333	458.375	-659.004	26.695	-401.519	-561.536	28.572	193.450	-491.688	28.646	249.049	-181.918	31.012	-93.250	-143.289	33.425	-239.473	-529.044	33.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4551	15.16667	458.434	-659.040	26.588	-401.508	-561.516	28.548	193.421	-491.711	28.558	249.080	-181.858	31.003	-93.289	-143.304	33.339	-239.491	-529.018	33.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4552	15.17000	458.400	-658.993	26.582	-401.499	-561.514	28.560	193.446	-491.661	28.650	249.055	-181.892	31.028	-93.211	-143.291	33.395	-239.481	-529.080	33.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4553	15.17333	458.409	-659.037	26.615	-401.500	-561.531	28.535	193.454	-491.695	28.660	249.037	-181.887	30.970	-93.205	-143.354	33.260	-239.475	-529.087	33.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4554	15.17667	458.435	-659.028	26.601	-401.491	-561.518	28.540	193.458	-491.672	28.669	249.060	-181.900	31.023	-93.216	-143.267	33.252	-239.474	-529.078	33.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
