NO_OF_FRAMES	4967
NO_OF_CAMERAS	4
NO_OF_MARKERS	24
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-12, 16:25:26.188	56373.87175403
DATA_INCLUDED	3D
MARKER_NAMES	base_1	base_2	base_3	base_4	base_5																			
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	base_1 X	base_1 Y	base_1 Z	base_2 X	base_2 Y	base_2 Z	base_3 X	base_3 Y	base_3 Z	base_4 X	base_4 Y	base_4 Z	base_5 X	base_5 Y	base_5 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
40	0.13000	228.077	-404.124	-672.659	542.745	-397.730	-680.740	106.213	13.959	-656.808	55.102	118.677	-655.905	534.128	-99.176	-672.463	455.203	682.359	389.179	485.747	380.640	1004.381	599.376	685.907	1502.329	586.510	523.601	996.167	574.602	489.967	1470.935	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
41	0.13333	228.111	-404.198	-672.641	542.724	-397.726	-680.761	106.192	13.948	-656.820	55.200	118.676	-655.834	534.331	-99.192	-672.262	455.202	679.618	390.401	485.112	380.031	994.458	598.894	687.695	1498.722	587.508	525.247	1006.793	574.505	489.154	1474.440	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
42	0.13667	228.057	-404.166	-672.668	542.773	-397.753	-680.750	106.185	13.933	-656.818	55.118	118.643	-655.916	534.227	-99.153	-672.361	455.346	677.112	391.819	484.280	379.464	984.054	598.351	689.521	1495.042	588.518	526.868	1017.325	574.405	488.434	1477.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
43	0.14000	228.082	-404.191	-672.637	542.749	-397.736	-680.787	106.184	13.950	-656.829	55.124	118.667	-655.896	534.132	-99.219	-672.403	455.844	674.421	393.646	483.480	378.975	973.704	598.021	691.518	1491.247	589.547	528.492	1027.649	574.279	487.716	1481.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
44	0.14333	228.065	-404.189	-672.702	542.774	-397.718	-680.762	106.200	13.936	-656.816	55.070	118.644	-655.936	534.219	-99.175	-672.364	456.572	671.935	395.776	482.685	378.456	963.196	597.569	693.283	1487.331	589.965	530.352	1037.726	574.122	487.015	1484.402	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
45	0.14667	228.053	-404.150	-672.673	542.764	-397.764	-680.755	106.204	13.958	-656.795	55.146	118.648	-655.917	534.276	-99.187	-672.387	457.620	669.276	398.276	481.935	377.922	952.637	597.112	694.935	1483.329	590.951	532.003	1047.869	573.989	486.334	1487.419	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
46	0.15000	228.152	-404.132	-672.622	542.746	-397.706	-680.728	106.202	13.949	-656.789	55.147	118.647	-655.889	534.216	-99.183	-672.402	458.810	666.857	401.206	481.128	377.357	942.013	596.653	696.614	1479.225	592.278	533.500	1057.973	573.869	485.540	1490.402	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47	0.15333	228.093	-404.184	-672.630	542.745	-397.730	-680.740	106.187	13.944	-656.814	55.143	118.664	-655.894	534.263	-99.208	-672.326	460.324	664.303	404.327	480.557	376.786	931.381	596.026	698.273	1474.858	593.332	535.048	1067.910	573.742	484.808	1493.246	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48	0.15667	228.055	-404.180	-672.685	542.786	-397.725	-680.755	106.216	13.947	-656.802	55.156	118.680	-655.894	534.252	-99.196	-672.342	462.003	661.921	407.913	479.781	376.210	920.485	595.420	699.979	1470.428	594.265	536.664	1077.729	573.675	484.047	1495.990	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
49	0.16000	228.091	-404.140	-672.666	542.767	-397.730	-680.682	106.220	13.945	-656.781	55.186	118.670	-655.886	534.252	-99.149	-672.318	463.902	659.631	411.806	478.956	375.729	909.482	594.893	701.713	1465.979	595.322	538.233	1087.446	573.537	483.219	1498.494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
50	0.16333	228.108	-404.175	-672.626	542.732	-397.707	-680.733	106.174	13.936	-656.820	55.184	118.653	-655.842	534.343	-98.899	-672.006	465.969	657.264	416.023	478.185	375.134	898.389	594.344	703.426	1461.403	596.331	539.824	1097.053	573.383	482.472	1500.947	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
51	0.16667	228.061	-404.182	-672.673	542.735	-397.704	-680.781	106.187	13.956	-656.812	55.168	118.663	-655.886	534.413	-99.024	-672.085	468.214	654.996	420.578	477.360	374.651	887.161	593.781	705.207	1456.720	597.302	541.407	1106.551	573.141	481.684	1503.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
52	0.17000	228.129	-404.174	-672.611	542.725	-397.716	-680.785	106.205	13.962	-656.831	55.068	118.637	-655.953	534.317	-99.079	-672.200	470.594	652.876	425.516	476.592	374.095	875.829	593.521	707.392	1451.975	598.302	543.001	1115.928	572.921	480.927	1505.354	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
53	0.17333	228.094	-404.140	-672.628	542.759	-397.699	-680.708	106.251	13.966	-656.755	55.187	118.675	-655.871	534.232	-99.137	-672.265	473.114	650.819	430.693	475.787	373.644	864.391	592.880	708.986	1447.021	599.316	544.552	1125.184	572.850	480.219	1507.548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
54	0.17667	228.093	-404.205	-672.667	542.749	-397.697	-680.760	106.218	13.968	-656.829	55.090	118.643	-655.925	534.300	-99.066	-672.172	475.884	648.798	436.368	475.040	373.076	852.902	592.404	710.790	1441.983	600.310	546.093	1134.303	572.732	479.448	1509.658	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
55	0.18000	228.112	-404.160	-672.647	542.733	-397.731	-680.746	106.236	13.956	-656.766	55.159	118.651	-655.893	534.277	-99.117	-672.329	478.741	646.770	442.359	474.283	372.538	841.251	591.820	712.513	1436.809	601.310	547.678	1143.347	572.783	478.638	1511.630	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
56	0.18333	228.109	-404.093	-672.638	542.754	-397.723	-680.782	106.213	13.963	-656.846	55.191	118.657	-655.865	534.342	-99.104	-672.258	481.665	644.812	448.698	473.471	372.020	829.501	591.374	714.354	1431.567	602.335	549.275	1152.230	572.733	477.851	1513.461	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
57	0.18667	228.025	-404.167	-672.715	542.734	-397.704	-680.781	106.204	13.962	-656.826	55.157	118.673	-655.887	534.325	-99.168	-672.254	484.658	642.942	455.352	472.700	371.537	817.663	590.845	716.087	1426.174	603.334	550.801	1161.024	572.677	477.028	1515.193	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
58	0.19000	228.053	-404.197	-672.670	542.774	-397.723	-680.808	106.202	13.952	-656.810	55.158	118.680	-655.893	534.380	-99.146	-672.276	487.875	640.694	462.639	471.938	371.032	805.732	590.364	717.883	1420.710	604.335	552.340	1169.714	572.628	476.286	1516.799	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
59	0.19333	228.038	-404.197	-672.705	542.765	-397.725	-680.729	106.219	13.972	-656.822	55.081	118.649	-655.940	534.197	-99.178	-672.357	491.553	638.215	470.088	471.134	370.539	793.687	589.805	719.612	1415.095	605.272	553.838	1178.309	572.539	475.523	1518.253	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
60	0.19667	228.118	-404.181	-672.632	542.752	-397.683	-680.747	106.232	13.959	-656.788	55.235	118.681	-655.834	534.317	-98.997	-672.101	492.395	638.136	476.704	470.335	370.026	781.542	589.262	721.356	1409.390	606.260	555.428	1186.755	572.469	474.705	1519.626	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
61	0.20000	228.088	-404.200	-672.677	542.721	-397.764	-680.787	106.158	13.957	-656.861	55.109	118.662	-655.935	534.322	-99.025	-672.197	495.590	636.386	484.731	469.596	369.551	769.326	588.687	723.116	1403.581	607.178	556.911	1195.127	572.415	473.945	1520.883	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
62	0.20333	228.123	-404.171	-672.634	542.765	-397.706	-680.754	106.216	13.958	-656.830	55.085	118.660	-655.962	534.319	-99.088	-672.191	499.183	634.469	493.151	468.819	369.181	757.166	588.172	724.885	1397.648	608.159	558.495	1203.395	572.289	473.129	1522.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
63	0.20667	228.070	-404.196	-672.650	542.750	-397.721	-680.773	106.197	13.964	-656.808	55.184	118.671	-655.887	534.265	-99.095	-672.280	503.041	632.383	501.795	468.065	369.175	745.550	587.616	726.671	1391.610	609.115	559.964	1211.538	572.246	472.377	1523.211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
64	0.21000	228.048	-404.204	-672.745	542.756	-397.728	-680.735	106.204	13.956	-656.802	55.164	118.657	-655.890	534.273	-99.042	-672.104	506.881	630.523	510.969	467.041	369.735	734.754	587.090	728.457	1385.485	610.063	561.419	1219.525	572.211	471.673	1523.985	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
65	0.21333	228.062	-404.120	-672.614	542.774	-397.718	-680.762	106.245	13.962	-656.798	55.130	118.674	-655.923	534.342	-99.033	-672.135	510.464	628.672	520.581	465.893	370.329	723.940	586.619	730.218	1379.234	611.031	562.936	1227.437	572.042	470.909	1524.834	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
66	0.21667	228.095	-404.210	-672.641	542.746	-397.715	-680.727	106.236	13.962	-656.797	55.080	118.649	-655.968	534.311	-99.038	-672.189	513.877	626.873	530.651	464.830	371.075	713.267	586.037	732.038	1372.878	612.038	564.425	1235.206	571.903	470.139	1525.537	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
67	0.22000	228.043	-404.166	-672.704	542.781	-397.723	-680.747	106.158	13.956	-656.862	55.082	118.656	-655.965	534.376	-99.072	-672.202	516.885	624.998	541.165	463.881	371.760	702.505	585.538	733.868	1366.412	612.961	565.921	1242.882	571.741	469.348	1526.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
68	0.22333	228.092	-404.217	-672.648	542.744	-397.725	-680.788	106.238	13.955	-656.783	55.153	118.679	-655.910	534.401	-99.126	-672.183	519.547	622.884	552.025	463.064	372.295	691.798	585.145	735.645	1359.876	613.870	567.419	1250.468	571.478	468.534	1526.479	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69	0.22667	228.072	-404.200	-672.660	542.728	-397.736	-680.760	106.216	13.957	-656.832	55.196	118.655	-655.852	534.358	-99.092	-672.187	521.778	621.136	562.935	462.177	373.179	681.386	584.569	737.382	1353.193	614.756	568.904	1257.983	571.340	467.773	1526.850	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
70	0.23000	228.134	-404.179	-672.644	542.766	-397.735	-680.813	106.206	13.955	-656.821	55.158	118.656	-655.906	534.268	-99.131	-672.322	524.253	619.148	574.382	461.525	374.333	671.392	584.069	739.143	1346.408	615.580	570.413	1265.403	571.116	467.029	1527.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
71	0.23333	228.067	-404.196	-672.600	542.773	-397.718	-680.762	106.222	13.966	-656.806	55.148	118.656	-655.914	534.298	-99.136	-672.274	526.406	617.518	585.805	460.826	375.345	661.821	583.494	740.905	1339.514	616.348	571.934	1272.661	570.786	466.312	1527.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72	0.23667	228.153	-404.166	-672.608	542.738	-397.758	-680.767	106.249	13.966	-656.800	55.084	118.645	-655.954	534.226	-99.195	-672.347	528.568	615.546	597.666	460.213	375.738	652.908	582.954	742.667	1332.501	617.210	573.424	1279.797	570.611	465.640	1527.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
73	0.24000	228.106	-404.237	-672.654	542.727	-397.760	-680.773	106.232	13.943	-656.818	55.128	118.655	-655.931	534.289	-99.149	-672.356	530.462	613.565	609.720	460.683	375.564	644.203	582.390	744.454	1325.351	618.048	574.904	1286.898	570.311	465.033	1527.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74	0.24333	228.044	-404.191	-672.676	542.737	-397.773	-680.781	106.235	13.954	-656.770	55.154	118.652	-655.921	534.286	-99.135	-672.339	532.004	611.635	621.861	460.741	375.732	635.423	581.836	746.210	1318.154	618.903	576.368	1293.780	570.049	464.364	1526.882	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
75	0.24667	228.036	-404.228	-672.670	542.748	-397.736	-680.787	106.228	13.972	-656.760	55.107	118.671	-655.946	534.304	-99.028	-672.111	533.302	609.743	634.124	460.387	376.116	626.119	581.307	748.016	1310.850	619.801	577.873	1300.581	569.799	463.673	1526.559	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
76	0.25000	228.067	-404.133	-672.651	542.738	-397.714	-680.780	106.251	13.966	-656.755	55.183	118.679	-655.857	534.369	-99.006	-672.099	534.645	607.864	646.490	460.208	376.617	616.866	580.850	749.741	1303.472	620.621	579.340	1307.319	569.487	462.944	1526.148	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77	0.25333	228.081	-404.143	-672.678	542.758	-397.694	-680.746	106.188	13.954	-656.829	54.983	118.671	-656.018	534.255	-99.081	-672.269	535.500	606.068	658.783	457.182	378.991	608.769	580.316	751.474	1295.852	621.451	580.774	1313.911	569.262	462.245	1525.649	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
78	0.25667	228.077	-404.205	-672.687	542.754	-397.727	-680.735	106.217	13.976	-656.794	55.074	118.681	-655.954	534.269	-99.062	-672.218	536.037	604.330	671.150	456.524	379.682	599.492	579.775	753.232	1288.204	622.343	582.199	1320.402	569.046	461.484	1525.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79	0.26000	228.044	-404.169	-672.674	542.739	-397.778	-680.827	106.187	13.942	-656.823	55.088	118.661	-655.934	534.265	-99.099	-672.263	536.454	602.697	683.301	455.695	380.418	590.070	579.192	754.949	1280.462	623.180	583.612	1326.746	568.788	460.657	1524.212	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
80	0.26333	228.032	-404.196	-672.644	542.792	-397.721	-680.741	106.189	13.941	-656.839	55.137	118.662	-655.926	534.345	-99.111	-672.184	536.237	601.248	695.216	455.806	380.736	581.141	578.655	756.784	1272.634	624.092	585.009	1333.051	568.635	459.921	1523.368	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
81	0.26667	228.111	-404.182	-672.645	542.748	-397.736	-680.787	106.215	13.969	-656.811	55.079	118.681	-655.953	534.234	-99.161	-672.323	536.309	599.697	707.116	456.452	380.958	572.363	578.110	758.524	1264.663	624.903	586.428	1339.201	568.448	459.158	1522.398	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
82	0.27000	228.029	-404.135	-672.682	542.758	-397.710	-680.768	106.254	13.967	-656.768	55.106	118.667	-655.949	534.219	-99.122	-672.281	536.485	597.989	718.936	457.115	381.258	563.773	577.481	760.310	1256.634	625.800	587.882	1345.256	568.128	458.408	1521.230	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
