NO_OF_FRAMES	3649
NO_OF_CAMERAS	4
NO_OF_MARKERS	12
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-11, 14:44:57.047	64924.73091080
DATA_INCLUDED	3D
MARKER_NAMES	base_1	base_2	base_3	base_4	base_5	base_6						
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	base_1 X	base_1 Y	base_1 Z	base_2 X	base_2 Y	base_2 Z	base_3 X	base_3 Y	base_3 Z	base_4 X	base_4 Y	base_4 Z	base_5 X	base_5 Y	base_5 Z	base_6 X	base_6 Y	base_6 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
1728	5.75667	458.372	-658.905	27.052	-401.442	-561.390	28.887	193.398	-491.620	28.973	249.018	-181.797	31.367	-93.273	-143.202	33.638	-239.458	-528.903	33.559	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1729	5.76000	458.382	-658.870	26.974	-401.467	-561.472	28.848	193.397	-491.643	28.943	249.012	-181.805	31.337	-93.261	-143.137	33.683	-239.464	-528.895	33.523	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1730	5.76333	458.397	-658.863	26.989	-401.451	-561.390	28.870	193.376	-491.623	28.927	249.003	-181.822	31.337	-93.245	-143.217	33.680	-239.471	-528.932	33.494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1731	5.76667	458.388	-658.870	27.056	-401.452	-561.415	28.855	193.400	-491.647	28.992	249.006	-181.859	31.327	-93.248	-143.192	33.688	-239.472	-528.936	33.512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1732	5.77000	458.372	-658.894	27.035	-401.461	-561.373	28.947	193.400	-491.671	28.989	249.051	-181.834	31.345	-93.240	-143.194	33.626	-239.464	-528.896	33.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1733	5.77333	458.347	-658.840	27.100	-401.474	-561.395	28.878	193.416	-491.633	29.069	249.021	-181.827	31.358	-93.240	-143.162	33.519	-239.464	-528.901	33.543	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1734	5.77667	458.375	-658.855	27.074	-401.448	-561.408	28.876	193.408	-491.651	28.974	248.988	-181.854	31.354	-93.240	-143.159	33.707	-239.464	-528.901	33.543	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1735	5.78000	458.409	-658.672	27.158	-401.464	-561.401	28.859	193.403	-491.627	29.075	249.023	-181.827	31.363	-93.239	-143.193	33.564	-239.487	-528.872	33.578	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1736	5.78333	458.359	-658.836	27.178	-401.461	-561.419	28.853	193.385	-491.639	28.888	249.004	-181.849	31.284	-93.280	-143.198	33.856	-239.457	-528.898	33.540	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1737	5.78667	458.365	-658.904	27.068	-401.455	-561.387	28.899	193.382	-491.631	28.828	248.999	-181.830	31.358	-93.253	-143.197	33.576	-239.464	-528.896	33.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1738	5.79000	458.383	-658.919	27.061	-401.455	-561.417	28.895	193.382	-491.612	28.874	249.009	-181.819	31.354	-93.232	-143.196	33.635	-239.458	-528.902	33.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1739	5.79333	458.364	-658.883	27.099	-401.454	-561.399	28.903	193.388	-491.637	28.935	249.008	-181.821	31.372	-93.228	-143.173	33.632	-239.481	-528.874	33.594	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1740	5.79667	458.378	-658.898	27.078	-401.483	-561.404	28.846	193.396	-491.622	28.939	249.019	-181.811	31.335	-93.261	-143.180	33.661	-239.456	-528.860	33.554	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1741	5.80000	458.396	-658.826	27.069	-401.467	-561.374	28.938	193.398	-491.620	28.984	249.019	-181.810	31.385	-93.283	-143.207	33.653	-239.463	-528.896	33.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1742	5.80333	458.329	-658.897	27.217	-401.460	-561.425	28.855	193.369	-491.603	28.828	249.022	-181.803	31.340	-93.240	-143.186	33.722	-239.458	-528.903	33.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1743	5.80667	458.333	-658.805	27.000	-401.465	-561.400	28.898	193.393	-491.643	28.893	249.005	-181.881	31.311	-93.256	-143.191	33.682	-239.471	-528.937	33.513	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1744	5.81000	458.347	-658.877	27.157	-401.468	-561.401	28.863	193.423	-491.664	29.080	249.008	-181.817	31.424	-93.218	-143.143	33.685	-239.456	-528.865	33.572	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1745	5.81333	458.354	-658.854	27.069	-401.429	-561.400	28.901	193.399	-491.648	29.019	249.009	-181.811	31.377	-93.228	-143.138	33.672	-239.441	-528.929	33.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1746	5.81667	458.342	-658.906	27.080	-401.439	-561.366	28.930	193.400	-491.648	28.921	249.006	-181.815	31.395	-93.265	-143.168	33.789	-239.456	-528.860	33.554	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1747	5.82000	458.364	-658.824	27.150	-401.458	-561.396	28.886	193.378	-491.621	28.964	249.016	-181.806	31.393	-93.265	-143.221	33.697	-239.458	-528.903	33.559	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1748	5.82333	458.369	-658.912	27.062	-401.460	-561.422	28.882	193.378	-491.682	28.871	249.025	-181.844	31.378	-93.268	-143.225	33.718	-239.466	-528.939	33.528	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1749	5.82667	458.349	-658.924	27.093	-401.452	-561.409	28.893	193.416	-491.657	29.032	249.013	-181.803	31.353	-93.274	-143.213	33.627	-239.471	-528.937	33.513	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1750	5.83000	458.382	-658.972	26.981	-401.444	-561.391	28.890	193.392	-491.671	28.956	248.993	-181.873	31.330	-93.300	-143.214	33.674	-239.442	-528.968	33.493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1751	5.83333	458.352	-658.930	27.125	-401.462	-561.380	28.898	193.376	-491.673	29.017	249.031	-181.836	31.386	-93.234	-143.210	33.627	-239.465	-528.939	33.529	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1752	5.83667	458.393	-658.905	27.061	-401.470	-561.420	28.897	193.374	-491.630	28.928	249.017	-181.810	31.368	-93.239	-143.189	33.628	-239.471	-528.937	33.513	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1753	5.84000	458.380	-658.887	27.110	-401.461	-561.416	28.879	193.400	-491.624	29.048	249.040	-181.802	31.400	-93.223	-143.224	33.667	-239.471	-528.933	33.495	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1754	5.84333	458.353	-658.910	27.105	-401.453	-561.405	28.873	193.376	-491.660	28.899	249.024	-181.815	31.380	-93.254	-143.192	33.587	-239.472	-528.936	33.512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1755	5.84667	458.358	-658.881	27.151	-401.461	-561.423	28.856	193.388	-491.668	28.936	248.990	-181.863	31.340	-93.256	-143.186	33.751	-239.463	-528.896	33.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1756	5.85000	458.393	-658.900	27.000	-401.461	-561.371	28.914	193.409	-491.649	28.933	248.983	-181.859	31.334	-93.269	-143.173	33.662	-239.456	-528.860	33.554	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1757	5.85333	458.336	-658.870	27.073	-401.434	-561.351	28.967	193.403	-491.647	28.968	249.079	-181.806	31.346	-93.250	-143.189	33.756	-239.442	-528.968	33.493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1758	5.85667	458.348	-658.873	27.144	-401.453	-561.381	28.898	193.390	-491.644	28.940	249.000	-181.789	31.398	-93.232	-143.176	33.560	-239.458	-528.902	33.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1759	5.86000	458.371	-658.866	27.041	-401.456	-561.434	28.849	193.389	-491.616	28.919	248.995	-181.873	31.380	-93.229	-143.176	33.588	-239.450	-528.863	33.571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1760	5.86333	458.396	-658.916	27.049	-401.436	-561.392	28.920	193.380	-491.619	28.892	249.006	-181.806	31.310	-93.187	-143.157	33.497	-239.481	-528.870	33.576	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1761	5.86667	458.369	-658.832	27.029	-401.456	-561.398	28.888	193.420	-491.644	29.005	249.013	-181.794	31.379	-93.220	-143.190	33.550	-239.459	-528.936	33.526	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1762	5.87000	458.342	-658.945	27.065	-401.498	-561.427	28.833	193.367	-491.646	28.959	249.030	-181.832	31.383	-93.272	-143.199	33.607	-239.471	-528.937	33.513	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1763	5.87333	458.371	-658.878	27.075	-401.449	-561.421	28.860	193.396	-491.622	28.939	249.021	-181.807	31.396	-93.271	-143.204	33.614	-239.458	-528.897	33.539	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1764	5.87667	458.379	-658.866	27.055	-401.481	-561.420	28.853	193.366	-491.643	28.922	249.000	-181.814	31.387	-93.253	-143.221	33.624	-239.494	-528.903	33.530	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1765	5.88000	458.368	-658.852	27.072	-401.470	-561.351	28.973	193.388	-491.640	28.957	249.044	-181.781	31.416	-93.243	-143.271	33.688	-239.494	-528.903	33.529	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1766	5.88333	458.326	-658.919	27.081	-401.451	-561.404	28.901	193.386	-491.637	28.928	249.031	-181.809	31.409	-93.271	-143.225	33.620	-239.472	-528.937	33.512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1767	5.88667	458.397	-658.840	27.049	-401.443	-561.393	28.909	193.402	-491.645	28.901	248.983	-181.864	31.275	-93.250	-143.208	33.660	-239.502	-528.944	33.518	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1768	5.89000	458.372	-658.906	26.960	-401.449	-561.403	28.925	193.385	-491.677	28.992	249.035	-181.819	31.388	-93.267	-143.211	33.760	-239.481	-528.870	33.576	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1769	5.89333	458.352	-658.873	27.050	-401.467	-561.383	28.921	193.402	-491.620	28.925	249.051	-181.850	31.392	-93.232	-143.129	33.552	-239.471	-528.931	33.494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1770	5.89667	458.360	-658.845	27.093	-401.452	-561.388	28.929	193.410	-491.624	29.029	249.026	-181.825	31.468	-93.268	-143.214	33.774	-239.448	-528.961	33.459	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1771	5.90000	458.342	-658.803	27.150	-401.454	-561.417	28.895	193.380	-491.620	28.907	249.024	-181.799	31.390	-93.242	-143.177	33.621	-239.458	-528.902	33.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1772	5.90333	458.362	-659.014	27.091	-401.477	-561.427	28.930	193.395	-491.644	28.980	249.000	-181.858	31.351	-93.271	-143.172	33.666	-239.488	-528.871	33.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1773	5.90667	458.371	-658.916	27.058	-401.460	-561.376	28.914	193.399	-491.643	28.936	249.025	-181.827	31.364	-93.252	-143.152	33.727	-239.458	-528.898	33.540	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1774	5.91000	458.380	-658.912	26.983	-401.440	-561.392	28.902	193.373	-491.630	28.835	249.017	-181.808	31.387	-93.269	-143.261	33.704	-239.458	-528.903	33.559	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1775	5.91333	458.346	-658.824	27.139	-401.447	-561.416	28.891	193.387	-491.637	28.922	249.026	-181.840	31.409	-93.286	-143.219	33.662	-239.458	-528.903	33.559	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1776	5.91667	458.346	-658.905	27.024	-401.444	-561.360	28.913	193.368	-491.615	28.901	249.020	-181.825	31.372	-93.254	-143.162	33.746	-239.471	-528.932	33.494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1777	5.92000	458.356	-658.882	27.091	-401.471	-561.444	28.891	193.383	-491.632	28.848	248.981	-181.840	31.318	-93.282	-143.237	33.707	-239.481	-528.874	33.594	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1778	5.92333	458.409	-658.893	26.950	-401.440	-561.396	28.899	193.387	-491.653	29.009	249.056	-181.806	31.335	-93.300	-143.199	33.735	-239.463	-528.896	33.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1779	5.92667	458.374	-658.880	27.042	-401.441	-561.416	28.858	193.396	-491.646	28.919	249.014	-181.794	31.388	-93.290	-143.222	33.666	-239.458	-528.897	33.539	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1780	5.93000	458.358	-658.980	27.043	-401.441	-561.415	28.859	193.402	-491.626	28.951	249.039	-181.808	31.358	-93.294	-143.184	33.664	-239.464	-528.901	33.543	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1781	5.93333	458.368	-658.806	27.016	-401.472	-561.399	28.908	193.378	-491.651	28.966	249.018	-181.821	31.383	-93.231	-143.199	33.676	-239.458	-528.903	33.559	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1782	5.93667	458.405	-658.809	26.979	-401.442	-561.381	28.897	193.383	-491.644	29.021	249.017	-181.804	31.394	-93.280	-143.119	33.796	-239.458	-528.903	33.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1783	5.94000	458.394	-658.808	26.892	-401.458	-561.425	28.870	193.381	-491.634	28.903	249.017	-181.809	31.362	-93.248	-143.194	33.617	-239.464	-528.896	33.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1784	5.94333	458.345	-658.857	27.080	-401.466	-561.423	28.857	193.392	-491.643	28.899	249.036	-181.834	31.394	-93.252	-143.172	33.676	-239.464	-528.901	33.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1785	5.94667	458.337	-658.857	27.068	-401.467	-561.441	28.844	193.388	-491.666	28.917	249.018	-181.853	31.336	-93.273	-143.219	33.644	-239.450	-528.862	33.570	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1786	5.95000	458.395	-658.939	26.986	-401.451	-561.338	28.924	193.382	-491.648	28.964	249.011	-181.848	31.345	-93.266	-143.192	33.647	-239.457	-528.864	33.572	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1787	5.95333	458.381	-658.886	27.068	-401.446	-561.438	28.889	193.405	-491.658	29.058	249.036	-181.827	31.397	-93.256	-143.183	33.638	-239.450	-528.867	33.588	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1788	5.95667	458.398	-658.905	27.016	-401.458	-561.392	28.901	193.413	-491.628	28.993	249.007	-181.804	31.395	-93.287	-143.246	33.674	-239.458	-528.903	33.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1789	5.96000	458.359	-658.916	27.117	-401.443	-561.426	28.839	193.385	-491.641	28.940	249.015	-181.808	31.379	-93.277	-143.204	33.600	-239.487	-528.867	33.559	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1790	5.96333	458.357	-658.892	27.114	-401.459	-561.381	28.900	193.404	-491.649	28.891	249.033	-181.792	31.389	-93.255	-143.253	33.592	-239.464	-528.901	33.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1791	5.96667	458.367	-658.948	27.154	-401.445	-561.418	28.893	193.386	-491.638	28.865	249.001	-181.858	31.297	-93.276	-143.251	33.618	-239.442	-528.963	33.474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1792	5.97000	458.380	-658.855	27.057	-401.444	-561.385	28.875	193.376	-491.660	28.907	249.026	-181.802	31.400	-93.234	-143.214	33.620	-239.465	-528.934	33.510	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1793	5.97333	458.376	-658.896	26.922	-401.478	-561.407	28.900	193.391	-491.620	28.950	249.011	-181.825	31.308	-93.247	-143.207	33.687	-239.458	-528.903	33.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1794	5.97667	458.361	-658.866	27.076	-401.448	-561.358	28.932	193.371	-491.665	28.885	248.976	-181.860	31.313	-93.246	-143.194	33.580	-239.464	-528.901	33.543	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1795	5.98000	458.389	-658.903	26.962	-401.451	-561.391	28.886	193.398	-491.625	28.998	249.034	-181.811	31.323	-93.227	-143.191	33.638	-239.464	-528.900	33.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1796	5.98333	458.369	-658.873	27.021	-401.470	-561.386	28.887	193.394	-491.642	28.957	249.026	-181.824	31.386	-93.245	-143.182	33.662	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1797	5.98667	458.355	-658.912	26.993	-401.454	-561.430	28.865	193.384	-491.678	28.931	249.004	-181.810	31.422	-93.229	-143.215	33.629	-239.457	-528.864	33.572	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1798	5.99000	458.384	-658.857	27.069	-401.442	-561.424	28.850	193.397	-491.666	28.923	249.024	-181.805	31.373	-93.241	-143.168	33.591	-239.464	-528.901	33.543	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1799	5.99333	458.381	-658.882	27.058	-401.467	-561.398	28.873	193.393	-491.655	28.906	249.024	-181.831	31.378	-93.256	-143.187	33.671	-239.465	-528.939	33.529	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1800	5.99667	458.353	-658.863	27.063	-401.456	-561.360	28.926	193.400	-491.646	28.979	249.016	-181.840	31.326	-93.273	-143.164	33.652	-239.464	-528.900	33.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1801	6.00000	458.339	-658.862	27.061	-401.447	-561.340	28.966	193.395	-491.644	28.905	249.014	-181.805	31.368	-93.226	-143.156	33.679	-239.450	-528.868	33.589	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1802	6.00333	458.350	-658.867	27.158	-401.441	-561.399	28.878	193.369	-491.656	28.890	249.018	-181.839	31.429	-93.249	-143.169	33.676	-239.463	-528.896	33.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1803	6.00667	458.383	-658.871	26.993	-401.459	-561.438	28.833	193.401	-491.622	28.895	249.026	-181.838	31.436	-93.212	-143.156	33.708	-239.471	-528.931	33.493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1804	6.01000	458.382	-658.930	26.987	-401.457	-561.396	28.926	193.366	-491.647	28.839	249.027	-181.813	31.387	-93.232	-143.215	33.712	-239.458	-528.903	33.559	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1805	6.01333	458.378	-658.916	27.001	-401.452	-561.371	28.898	193.359	-491.637	28.849	249.040	-181.786	31.403	-93.289	-143.198	33.723	-239.471	-528.932	33.494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1806	6.01667	458.347	-658.933	27.074	-401.443	-561.413	28.865	193.379	-491.642	28.933	249.010	-181.810	31.337	-93.250	-143.186	33.595	-239.458	-528.898	33.540	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1807	6.02000	458.364	-658.864	27.043	-401.451	-561.401	28.896	193.386	-491.639	28.900	249.031	-181.815	31.404	-93.284	-143.161	33.692	-239.465	-528.940	33.529	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1808	6.02333	458.337	-658.910	27.078	-401.440	-561.432	28.867	193.390	-491.678	28.967	249.030	-181.820	31.358	-93.249	-143.220	33.616	-239.458	-528.903	33.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1809	6.02667	458.336	-658.935	27.028	-401.465	-561.421	28.905	193.400	-491.646	28.862	249.006	-181.815	31.339	-93.288	-143.227	33.750	-239.450	-528.867	33.588	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1810	6.03000	458.361	-658.889	27.099	-401.433	-561.392	28.917	193.367	-491.625	28.799	249.027	-181.828	31.378	-93.274	-143.158	33.690	-239.458	-528.903	33.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1811	6.03333	458.384	-658.937	27.048	-401.455	-561.394	28.898	193.394	-491.618	28.876	249.033	-181.805	31.414	-93.256	-143.199	33.658	-239.442	-528.968	33.493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
