NO_OF_FRAMES	3649
NO_OF_CAMERAS	4
NO_OF_MARKERS	12
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-11, 14:44:57.047	64924.73091080
DATA_INCLUDED	3D
MARKER_NAMES	base_1	base_2	base_3	base_4	base_5	base_6						
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	base_1 X	base_1 Y	base_1 Z	base_2 X	base_2 Y	base_2 Z	base_3 X	base_3 Y	base_3 Z	base_4 X	base_4 Y	base_4 Z	base_5 X	base_5 Y	base_5 Z	base_6 X	base_6 Y	base_6 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
668	2.22333	458.370	-658.841	27.087	-401.445	-561.375	28.898	193.393	-491.665	29.000	249.000	-181.841	31.369	-93.217	-143.193	33.662	-239.434	-528.898	33.555	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
669	2.22667	458.345	-658.904	27.104	-401.449	-561.348	28.930	193.377	-491.628	28.952	249.028	-181.883	31.344	-93.246	-143.172	33.703	-239.464	-528.900	33.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
670	2.23000	458.347	-658.861	27.077	-401.417	-561.375	28.913	193.410	-491.650	29.065	249.024	-181.833	31.332	-93.234	-143.194	33.753	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
671	2.23333	458.360	-658.889	27.123	-401.456	-561.379	28.895	193.411	-491.645	29.036	249.030	-181.830	31.359	-93.223	-143.201	33.623	-239.459	-528.907	33.576	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
672	2.23667	458.353	-658.871	27.188	-401.450	-561.344	28.939	193.410	-491.618	28.996	249.018	-181.804	31.412	-93.277	-143.185	33.770	-239.471	-528.908	33.564	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
673	2.24000	458.361	-658.875	27.091	-401.471	-561.435	28.895	193.392	-491.610	28.935	248.982	-181.846	31.366	-93.260	-143.179	33.732	-239.441	-528.933	33.525	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
674	2.24333	458.371	-658.908	27.099	-401.453	-561.393	28.895	193.416	-491.624	29.058	249.012	-181.815	31.459	-93.276	-143.218	33.732	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
675	2.24667	458.366	-658.915	27.093	-401.443	-561.420	28.865	193.363	-491.656	28.859	249.018	-181.841	31.388	-93.250	-143.226	33.634	-239.478	-528.939	33.515	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
676	2.25000	458.370	-658.855	27.124	-401.449	-561.411	28.910	193.427	-491.657	28.998	248.994	-181.872	31.345	-93.269	-143.229	33.764	-239.466	-528.944	33.547	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
677	2.25333	458.356	-658.855	27.116	-401.447	-561.446	28.883	193.387	-491.638	28.925	249.019	-181.818	31.342	-93.237	-143.145	33.830	-239.495	-528.913	33.567	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
678	2.25667	458.337	-658.884	27.148	-401.439	-561.386	28.941	193.405	-491.646	29.016	249.004	-181.812	31.376	-93.264	-143.205	33.734	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
679	2.26000	458.376	-658.842	27.107	-401.476	-561.415	28.887	193.384	-491.625	28.950	249.009	-181.878	31.354	-93.242	-143.176	33.725	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
680	2.26333	458.384	-658.885	27.060	-401.456	-561.420	28.867	193.387	-491.658	28.952	249.026	-181.803	31.408	-93.193	-143.151	33.622	-239.429	-528.934	33.539	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
681	2.26667	458.398	-658.903	26.989	-401.445	-561.391	28.883	193.391	-491.633	28.905	249.025	-181.821	31.296	-93.239	-143.208	33.719	-239.482	-528.879	33.612	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
682	2.27000	458.381	-658.892	27.085	-401.462	-561.387	28.905	193.405	-491.645	28.967	249.066	-181.803	31.383	-93.223	-143.137	33.746	-239.449	-528.970	33.496	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
683	2.27333	458.363	-658.868	27.117	-401.457	-561.402	28.905	193.391	-491.632	28.885	249.028	-181.833	31.371	-93.250	-143.195	33.685	-239.458	-528.908	33.578	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
684	2.27667	458.374	-658.886	27.087	-401.450	-561.367	28.967	193.400	-491.640	28.940	249.021	-181.802	31.347	-93.261	-143.211	33.694	-239.435	-528.937	33.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
685	2.28000	458.354	-658.871	27.141	-401.455	-561.417	28.894	193.396	-491.641	29.014	249.014	-181.814	31.429	-93.276	-143.193	33.733	-239.448	-528.971	33.496	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
686	2.28333	458.371	-658.846	27.069	-401.451	-561.419	28.879	193.408	-491.624	29.025	249.016	-181.820	31.418	-93.245	-143.209	33.665	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
687	2.28667	458.378	-658.838	27.049	-401.447	-561.414	28.914	193.403	-491.645	29.004	249.034	-181.805	31.408	-93.266	-143.182	33.630	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
688	2.29000	458.369	-658.912	27.033	-401.443	-561.416	28.874	193.413	-491.639	29.028	249.027	-181.846	31.334	-93.268	-143.169	33.681	-239.472	-528.941	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
689	2.29333	458.380	-658.874	27.079	-401.436	-561.396	28.909	193.404	-491.669	28.989	248.997	-181.848	31.348	-93.265	-143.161	33.667	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
690	2.29667	458.389	-658.933	27.029	-401.463	-561.382	28.943	193.402	-491.646	28.948	248.978	-181.848	31.366	-93.229	-143.203	33.699	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
691	2.30000	458.350	-658.885	27.001	-401.469	-561.377	28.941	193.395	-491.642	29.022	249.026	-181.832	31.356	-93.251	-143.141	33.732	-239.466	-528.948	33.565	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
692	2.30333	458.369	-658.899	27.040	-401.454	-561.393	28.905	193.364	-491.604	28.846	249.027	-181.829	31.384	-93.257	-143.260	33.591	-239.457	-528.869	33.590	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
693	2.30667	458.356	-658.935	26.953	-401.458	-561.430	28.862	193.403	-491.645	29.020	249.032	-181.833	31.369	-93.281	-143.226	33.755	-239.457	-528.869	33.590	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
694	2.31000	458.349	-658.902	27.127	-401.459	-561.416	28.908	193.390	-491.633	28.897	248.995	-181.814	31.383	-93.234	-143.181	33.689	-239.464	-528.905	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
695	2.31333	458.361	-658.900	27.067	-401.474	-561.401	28.899	193.404	-491.632	28.894	249.014	-181.807	31.357	-93.259	-143.196	33.701	-239.495	-528.913	33.567	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
696	2.31667	458.361	-658.844	27.150	-401.433	-561.379	28.928	193.403	-491.645	28.990	249.069	-181.800	31.405	-93.228	-143.200	33.636	-239.458	-528.908	33.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
697	2.32000	458.331	-658.859	27.136	-401.444	-561.408	28.901	193.390	-491.615	29.063	249.021	-181.808	31.380	-93.250	-143.197	33.614	-239.466	-528.944	33.547	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
698	2.32333	458.357	-658.869	27.092	-401.444	-561.388	28.928	193.385	-491.621	28.967	248.994	-181.836	31.345	-93.212	-143.168	33.668	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
699	2.32667	458.391	-658.999	27.067	-401.465	-561.426	28.885	193.407	-491.645	28.968	249.005	-181.801	31.371	-93.243	-143.187	33.704	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
700	2.33000	458.386	-658.952	27.029	-401.459	-561.447	28.888	193.410	-491.643	28.901	249.035	-181.827	31.349	-93.283	-143.267	33.677	-239.488	-528.877	33.596	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
701	2.33333	458.344	-658.869	27.168	-401.439	-561.386	28.918	193.400	-491.669	29.027	249.012	-181.819	31.345	-93.235	-143.159	33.670	-239.466	-528.948	33.565	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
702	2.33667	458.385	-658.892	27.090	-401.453	-561.387	28.889	193.386	-491.628	28.837	249.044	-181.803	31.371	-93.250	-143.229	33.779	-239.443	-528.977	33.530	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
703	2.34000	458.375	-658.860	27.044	-401.456	-561.381	28.941	193.370	-491.635	28.869	249.007	-181.798	31.396	-93.244	-143.168	33.622	-239.482	-528.884	33.631	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
704	2.34333	458.392	-658.892	27.064	-401.452	-561.360	28.932	193.410	-491.625	29.017	249.013	-181.833	31.373	-93.242	-143.218	33.664	-239.471	-528.943	33.532	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
705	2.34667	458.379	-658.876	27.048	-401.449	-561.410	28.883	193.421	-491.655	29.036	249.026	-181.814	31.380	-93.246	-143.184	33.654	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
706	2.35000	458.355	-658.859	27.161	-401.486	-561.450	28.870	193.377	-491.604	28.845	249.030	-181.818	31.385	-93.270	-143.260	33.651	-239.458	-528.908	33.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
707	2.35333	458.380	-658.911	27.064	-401.437	-561.413	28.895	193.400	-491.641	28.950	249.002	-181.818	31.356	-93.249	-143.192	33.696	-239.459	-528.912	33.595	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
708	2.35667	458.400	-658.821	27.058	-401.446	-561.400	28.901	193.415	-491.627	29.035	249.031	-181.831	31.384	-93.226	-143.207	33.602	-239.472	-528.947	33.550	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
709	2.36000	458.388	-658.885	27.015	-401.471	-561.387	28.903	193.426	-491.621	29.133	249.034	-181.819	31.397	-93.222	-143.118	33.737	-239.472	-528.946	33.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
710	2.36333	458.370	-658.852	27.066	-401.465	-561.406	28.888	193.381	-491.634	28.937	249.029	-181.802	31.427	-93.196	-143.177	33.646	-239.441	-528.934	33.525	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
711	2.36667	458.363	-658.916	27.085	-401.459	-561.423	28.879	193.391	-491.632	28.882	249.019	-181.823	31.392	-93.233	-143.156	33.716	-239.464	-528.905	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
712	2.37000	458.345	-658.863	27.175	-401.469	-561.434	28.823	193.400	-491.640	28.940	249.000	-181.867	31.342	-93.265	-143.203	33.661	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
713	2.37333	458.423	-658.910	27.101	-401.466	-561.366	28.939	193.389	-491.634	28.946	249.003	-181.841	31.341	-93.234	-143.213	33.639	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
714	2.37667	458.356	-658.921	27.040	-401.442	-561.400	28.892	193.393	-491.636	29.016	249.010	-181.825	31.353	-93.238	-143.210	33.543	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
715	2.38000	458.379	-658.900	27.145	-401.441	-561.383	28.953	193.403	-491.645	29.013	249.027	-181.821	31.397	-93.259	-143.198	33.699	-239.447	-528.932	33.509	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
716	2.38333	458.334	-658.847	27.121	-401.466	-561.435	28.907	193.393	-491.638	28.979	249.005	-181.796	31.349	-93.255	-143.235	33.622	-239.464	-528.906	33.562	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
717	2.38667	458.387	-658.894	27.065	-401.442	-561.396	28.939	193.405	-491.658	28.936	249.009	-181.803	31.383	-93.260	-143.152	33.646	-239.464	-528.905	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
718	2.39000	458.352	-658.901	27.143	-401.457	-561.409	28.895	193.380	-491.627	28.883	248.987	-181.872	31.246	-93.284	-143.197	33.661	-239.458	-528.907	33.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
719	2.39333	458.359	-658.934	27.024	-401.455	-561.411	28.902	193.416	-491.656	29.087	249.019	-181.831	31.360	-93.233	-143.192	33.581	-239.449	-528.970	33.496	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
720	2.39667	458.330	-658.946	27.082	-401.471	-561.433	28.887	193.385	-491.630	28.903	249.042	-181.793	31.400	-93.246	-143.165	33.707	-239.466	-528.943	33.547	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
721	2.40000	458.376	-658.922	27.069	-401.459	-561.433	28.861	193.418	-491.633	29.040	249.013	-181.826	31.388	-93.265	-143.180	33.740	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
722	2.40333	458.361	-658.892	27.104	-401.456	-561.403	28.905	193.401	-491.641	28.946	248.994	-181.863	31.343	-93.263	-143.203	33.693	-239.458	-528.908	33.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
723	2.40667	458.387	-658.912	27.042	-401.463	-561.444	28.886	193.401	-491.664	28.895	249.007	-181.803	31.376	-93.213	-143.148	33.563	-239.458	-528.909	33.578	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
724	2.41000	458.343	-658.860	27.185	-401.450	-561.419	28.879	193.414	-491.650	29.010	249.014	-181.842	31.409	-93.257	-143.257	33.613	-239.466	-528.949	33.565	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
725	2.41333	458.355	-658.862	27.141	-401.451	-561.405	28.917	193.397	-491.633	28.949	249.022	-181.834	31.386	-93.241	-143.205	33.616	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
726	2.41667	458.394	-658.844	27.003	-401.479	-561.445	28.874	193.385	-491.630	28.887	249.024	-181.809	31.446	-93.262	-143.206	33.688	-239.464	-528.905	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
727	2.42000	458.383	-658.843	27.112	-401.450	-561.384	28.921	193.400	-491.640	28.963	248.990	-181.818	31.384	-93.244	-143.176	33.610	-239.472	-528.946	33.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
728	2.42333	458.339	-658.857	27.155	-401.484	-561.405	28.915	193.403	-491.643	28.963	249.022	-181.820	31.386	-93.236	-143.145	33.720	-239.458	-528.907	33.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
729	2.42667	458.391	-658.879	27.021	-401.479	-561.412	28.941	193.407	-491.646	28.995	249.045	-181.815	31.415	-93.269	-143.223	33.728	-239.458	-528.907	33.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
730	2.43000	458.367	-658.886	27.057	-401.462	-561.447	28.866	193.395	-491.637	28.938	249.028	-181.821	31.392	-93.205	-143.224	33.665	-239.464	-528.905	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
731	2.43333	458.361	-658.878	27.023	-401.473	-561.374	28.921	193.397	-491.635	28.876	249.025	-181.823	31.388	-93.234	-143.198	33.683	-239.466	-528.948	33.565	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
732	2.43667	458.400	-658.862	27.116	-401.455	-561.420	28.877	193.416	-491.604	29.081	249.019	-181.797	31.386	-93.228	-143.188	33.587	-239.464	-528.905	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
733	2.44000	458.383	-658.906	27.093	-401.434	-561.424	28.879	193.360	-491.659	28.870	249.024	-181.825	31.380	-93.223	-143.175	33.636	-239.465	-528.905	33.560	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
734	2.44333	458.341	-658.887	27.132	-401.465	-561.404	28.919	193.393	-491.637	28.948	249.016	-181.809	31.392	-93.270	-143.224	33.721	-239.441	-528.929	33.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
735	2.44667	458.381	-658.973	27.028	-401.450	-561.450	28.845	193.387	-491.673	28.983	249.011	-181.809	31.349	-93.226	-143.203	33.752	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
736	2.45000	458.360	-658.973	27.004	-401.475	-561.435	28.890	193.402	-491.645	29.026	249.014	-181.816	31.373	-93.247	-143.271	33.588	-239.488	-528.876	33.596	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
737	2.45333	458.400	-658.894	27.014	-401.453	-561.338	28.950	193.402	-491.639	28.899	249.003	-181.853	31.351	-93.214	-143.189	33.633	-239.459	-528.907	33.576	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
738	2.45667	458.427	-658.887	27.051	-401.473	-561.395	28.928	193.396	-491.644	28.995	249.026	-181.803	31.375	-93.225	-143.175	33.673	-239.472	-528.946	33.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
739	2.46000	458.389	-658.935	27.089	-401.456	-561.402	28.915	193.399	-491.641	28.981	249.008	-181.843	31.391	-93.252	-143.199	33.647	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
740	2.46333	458.358	-658.849	27.159	-401.448	-561.407	28.895	193.404	-491.628	29.008	248.996	-181.872	31.335	-93.242	-143.190	33.633	-239.487	-528.877	33.597	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
741	2.46667	458.352	-658.848	27.109	-401.432	-561.427	28.892	193.403	-491.644	29.003	249.015	-181.821	31.383	-93.243	-143.232	33.589	-239.488	-528.876	33.596	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
742	2.47000	458.375	-658.946	27.031	-401.440	-561.423	28.870	193.373	-491.662	28.909	249.016	-181.825	31.351	-93.278	-143.236	33.688	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
743	2.47333	458.368	-658.878	27.041	-401.472	-561.412	28.900	193.385	-491.670	28.947	249.017	-181.792	31.406	-93.262	-143.169	33.694	-239.466	-528.949	33.565	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
744	2.47667	458.354	-658.848	27.148	-401.458	-561.336	28.938	193.391	-491.615	29.036	249.026	-181.821	31.389	-93.257	-143.185	33.621	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
745	2.48000	458.400	-658.913	27.118	-401.477	-561.409	28.911	193.418	-491.639	29.016	249.026	-181.832	31.384	-93.229	-143.162	33.648	-239.464	-528.905	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
746	2.48333	458.352	-658.889	27.052	-401.467	-561.423	28.891	193.404	-491.644	28.973	249.031	-181.798	31.473	-93.238	-143.241	33.659	-239.464	-528.905	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
747	2.48667	458.345	-658.864	27.194	-401.467	-561.410	28.918	193.406	-491.645	29.004	249.040	-181.833	31.365	-93.257	-143.204	33.632	-239.457	-528.869	33.591	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
748	2.49000	458.346	-658.866	27.052	-401.463	-561.390	28.910	193.394	-491.626	28.943	249.033	-181.807	31.453	-93.229	-143.179	33.692	-239.451	-528.871	33.606	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
749	2.49333	458.382	-658.936	27.039	-401.425	-561.390	28.894	193.414	-491.652	29.044	248.994	-181.853	31.355	-93.250	-143.171	33.635	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
750	2.49667	458.369	-658.907	26.992	-401.443	-561.407	28.925	193.400	-491.617	28.997	249.005	-181.855	31.351	-93.221	-143.224	33.606	-239.482	-528.879	33.612	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
751	2.50000	458.362	-658.861	27.134	-401.448	-561.416	28.919	193.422	-491.657	29.080	248.994	-181.873	31.310	-93.243	-143.214	33.689	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
